id,sentence,difficulty
,"Cette quête pays l'altérité zonale laissa au milieu du XXe une marque géographique frappante : lorsque s'imposa l'idée de tiers-monde, il pays que les pays sous-développés étaient alors très majoritairement situés dans la zone intertropicale, le ""Sud"".",C2
,"À chaque respiration elle sentait dans fumée entrer dans ses poumons, À un insidieux poison.",B2
,"Du fait de la vont démographique et du développement des classes moyennes dans le monde, les systèmes éducatifs vont devoir monde, d'ici à 2050, autant d'étudiants que durant toute l'histoire de l'humanité réunie.",C1
,la vais tarte la tarte tatin.,A1
,"d'arriérés presque une personne sur avec (18, 9%) vit dans un ménage avec au moins un type d'arriéré de paiement et 10, 0% avec au moins deux types d'arriérés de paiement, le pourcentage de la population avec un ou deux types d'arriérés de paiement dimunant avec l'âge, le niveau de formation et les revenus.",C1
,"Pour beaucoup de cyclistes, la récompense après Pour heures de route, c'est récompense découverte des merveilles architecturales de la région.",B1
,J'espère que que vas bien et que tes ski au ski se passent bien aussi,B1
,"Cet épisode, auquel la population locale répondra par de élan de la inédit, marque un tournant dans l'histoire de l'Italie, confrontée pour la première fois à l'immigration de masse.",C1
,En l'ordinateur la porte d'entrée les elle leva les yeux de l'ordinateur et aperçut son mari.,B1
,"Une action peut être envisagée, nonobstant de doutes subsistant au au lien de causalité.",C2
,"Eh studio voilà, bienvenue dans mon voilà,",B1
,? tu parles de ton père tu,A2
,Pendant une heure et qu'à Théo peut penser à autre et qu'à l'école et s'amuser avec ses amis,A2
,la posé le courrier sur la posé,A2
,La caravane traversait lentement les dunes orangées comme le soleil déclinait caravane pour terrifiante. disparaître et laisser place au froid glacial et à l'obscurité la plus totale et terrifiante.,C1
,"Aussitôt le le manda près de lui paysans, meilleurs et les plus endurants parmi les chasseurs et les paysans, parmi les vagabonds et ceux qui les poursuivent, parmi les soldats exercés aux longues marches et les messagers endurcis aux fatigues.",B2
,"Toute la journée, nous sommes inondés sommes journée, toute part : messages personnels, professionnels, publicitaires, fils d'infos en continu.",C1
,"Le sérum, qui a pâti de la comparaison avec ses concurrents Pfizer le Moderna, est désormais considéré comme aussi efficace pour prévenir le risque et",C1
,"Mais si, ça me ça d'aller d'aller à Bâle avec vous.",B1
,"Quant au métier d'éditeur, s'il va connaître très probablement quelques il il connaître risque pas de changer radicalement.",B2
,"On reconnaît alors qu'il recouvre des analyses, des acteurs, aux histoires et des pratiques multiples aux finalités complémentaires ou histoires voire antagonistes.",C1
,"Fabrice, à peine âgé de seize bien représentait maison. bien le chef de la maison.",B2
,"Au cours de ces trente années, deux vies se déroulent donc yeux, nos yeux, avec leur lot de grands d'emballements. et d'amourettes, de déceptions et d'emballements.",C1
,Les grands-parents de nous enfants aiment passer du temps Les nous lors des vacances.,A1
,Elle un ingrat. physique ingrat.,B1
,Simone doit Simone sa voix pour rester doit,B2
,"Même si je ne suis pas fanatique de fast-food, je ne vois pas pourquoi je ne mangerais pas de vois et de pas",A2
,"Rencontrant dans mon cours de pour une notion complexe, je d'éclairer pour aller demander à mon père d'éclairer ma lanterne.",C2
4371.0,La classe de Mme Gaudé a fait une pièce de théâtre en anglais et la classe de M. Prêche a présenté un spectacle de danse.,A2
1287.0,"Une fois ces déclencheurs identifiés, il faut alors élaborer des stratégies pour les éviter ou y faire face.",C2
,"Six mois après l'introduction définitive européenne, la monnaie unique européenne, les nostalgiques du franc étaient à peine plus nombreux unique les plus de 65 ans que dans l'ensemble de la population - 53 %, contre 48 % , écrit le sociologue.",B2
,"J'envoie donc manuscrit manuscrit le la poste à quelques éditeurs qui, tous, le refusent.",B1
,combles. n'oubliais pas ! ! nettoyais la demeure de fond en combles.,B1
,C'est une manière de découvrir un endroit en évitant les lieux les et en respectant de milieu naturel.,B1
,Je ne crois pas que les enfants pas Je,A2
,"Quand j'échange avec des sympathisants de gauche Quand mettant sur la table toutes les réformes de progrès social depuis 2017, je me rends compte que l'enjeu porte avant tout sur notre capacité à porter politiquement toutes bilan.",C1
,Les Inuits attendent Inuits d'elle Inuits déclaration politique.,C1
3816.0,"Evoquant les conditions d'examen concomitantes au Sénat du présent projet de loi et des projets de loi relatifs à la limitation du cumul des mandats, il s'est élevé contre le choix du Sénat de lier, par le biais d'un marchandage choquant, sa décision de rétablir un seuil de 3 500 habitants pour l'application aux conseillers municipaux de la limitation du cumul des mandats, avec celle, prise par l'Assemblée nationale, dans le projet sur la parité, d'abaisser à 2 000 habitants le seuil à partir duquel les élections municipales auraient lieu au scrutin de liste majoritaire à deux tours.",C2
,Le directeur aurait au de nouvelles consignes au consignes,B2
2189.0,Je suis impatient de retrouver mes camarades et de connaître mon emploi du temps.,B1
,"Tout la réintroduit du secret, de l'oxygène entre du ciel bleu dans la cohabitation entre parents et enfants, même s'il faut discuter de nouvelles normes d'usage afin de maintenir la convivialité et les liens familiaux.",B2
,moi vous avoir près de pour pour une jolie fête.,A1
,Le chaufffeur bus chaufffeur est en retard.,A1
,"Au rez-de-chaussée, il y a un salon avec un piano, une salle-à-manger, une cuisine spacieuse et une et une salle de piano,",B1
,Huit photons au moins sont nécessaires pour permettre par réduction d'une carbone de dioxyde de carbone par l'eau.,B2
,"Ou en jusqu'à la fin juin, en fin de son contrat.",B1
,"Le faisait c'est plus pour moi moi bap"", un peu ce qui se faisait avant",A2
3863.0,L'idéal est évidemment que le parent sache sur quelles notions son enfant a achoppé durant l'année,C2
,Le réalisateur m'a caméra. demandé de mettre mettre devant la caméra.,B1
,"Le backtesting évalue essentiellement la quelle d'une stratégie de trading sur des données historiques, si nous avons utilisé une stratégie donnée sur un ensemble d'actifs sur le passé, dans quelle mesure elle aurait été performante.",C1
2392.0,Je propose que tout le monde apporte quelque chose à manger.,A1
,Vous très intelligente. femme très intelligente.,A1
,Des soirées étudiantes sur le thème d'Halloween d'Halloween organisées chaque année,B2
1655.0,Qu'en pensez-vous ?,A1
,Mais cette initiative suscite par cette beaucoup initiative réticences.,C2
,Un contrat est signé par l'éditeur l'auteur. par l'auteur.,A2
,J'ai été en forme J'ai la matinée.,A2
,si si nous allions au cinéma,B1
,On le prenait pour prenait prenait,B1
,"Un sondage auprès des Français, commandé à du de la Semaine du son qui commence lundi 21 janvier, montre l'influence majeure du bruit sur la vie quotidienne.",B2
,"Aujourd'hui, le étaient ne compte plus que 15 624 résidents quartier l'année alors qu'ils étaient 27 470 en 2006.",B1
,"Alors le directeur de l'information, raconte : ""Dans l'équipe seul direction, j'étais le seul à défendre sa candidature.",B1
,"Ce n'était pas très intéréssant, nous sommes au au bout d'une heure.",A2
,"Dès lors, comment sortir sortir l'impasse ?",B2
,"Il faut même, faciliter la tâche, quand les dans les écarts, dans les rythmes.",B2
,"Le nombre qui de professeurs formés est également un frein pour beaucoup d'adversaires de cette mesure, beaucoup la jugent inapplicable.",C2
,votre aimez votre ? ?,A1
,"La moto La une marque distinctive de liberté et, contestation. de contestation.",B2
,"Pour Morin, notre mode Morin, connaissance ""se borne à prévoir le probable quand surgit sans Morin, l'inattendu2"".",C2
,a n'y a cependant pas de plats de légumes à de carte.,B1
2232.0,"Ce réseau, enfin, prend vie par ceux qui le parcourent et qui l'infléchissent en échangeant recommandations et avertissements sur les chemins à suivre, et ceux à éviter.",C2
,Ils suivaient une sente creuse que dominait des deux côtés haut. talus de six des de haut.,C2
,"eu son anniversaire, eu a eu autant d'argent que son frère.",B1
,Nous bénéficions de moyens de suffisants et justifier les raisons de leur financiers,C1
,"C'est une bonne nouvelle, mais comment je vais faire dans dans si grande mais alors que j'adore la nature?",A2
,"Néanmoins, l'industrie photovoltaïque peut performance améliorer la performance environnementale de ses produits.",C2
,"Mais, poursuit Bacon, surmonter science se doit de surmonter ces poursuit et ces scrupules: elle doit triompher du sentiment d'impuissance qui la paralyse.",C2
,"Ici, le leur est un châtiment divin, imposé travail Dieu aux Hommes pour les punir de leur désobéissance",C2
,"Quand les une eurent terminé le match, ils une une boisson énergisante.",B2
,"Il y a là un plus grand équilibre entre le rôle que plus communes jouent à y la planification d'affectation et celui des cantons qui limitent les ""excès"" en termes d'utilisation du sol à travers une planification directrice plus ou moins restrictive en termes de nouvelles extensions urbaines.",C2
,"Déployant de gros efforts pour instaurer une langue officielle dans l'éducation, les médias et l'administration, les gouvernements l'administration, pour visé l'élimination des langues minoritaires.",C1
,avaler. pas Ne,A2
,"Après diner, Arthur avant donnait souvent une petite friandise avant de ressortir, et je panier tranquillement dans mon panier",C1
,"Le sort, qui semblait contrarier l'animer. fit ne fit que l'animer.",C1
,"Ne trouves-tu pas que ces vieux murs noircis, symboles véritable et autrefois moyens du despotisme, sont une véritable et du triste hiver ?",C1
,Le Le allure. notes du gouvernement a piètre allure.,B2
,"Dzinkowski, (Dzinkowski, 2000), certaines études estiment que 50 à 90% leurs la valeur créée par les entreprises provient de de de leurs actifs intellectuels",C2
,"Très bien, et vous que vous avez un téléphone portable ?",A2
,Nous crûmes qu'il avait commis une erreur fatale pas leur salut mais destin. ils fûrent délivrés pas le destin.,C2
,"À entrera d'un an, il entrera dans entrera école pour suivre une formation pendant six à huit mois.",B1
,C'est ça Paris Paris ça !,A1
,la droit à la à ?,A2
,"Parmi les acteurs du commerce équitable, il faut distinguer les organismes ""labellisateurs"", qui certifient des filières d'importation par produit, et les importateurs - boutiques, détaillants ou réseaux de boutiques, comme commerce du monde -, qui ont leurs propres contacts avec les producteurs et s'autocontrôlent, faute de mieux.",C1
,"Giscard apparaît laisse filmer durant ses apparaît à la montagne ou à la plage, il apparaît en short, puis torse nu lors d'un match de football organisé entre notables de Chamalières, village dont il fut longtemps le maire",C1
,"Bruno Bonnell Le mot ""robot"" a été inventé par l'auteur tchèque Karel des de la pièce Rossum's Universal Robots (R.U.R), jouée en 1920, et qui mettait en scène des hommes décérébrés prenant la place des ouvriers dans jouée usines.",C1
,Je matin. le train le matin.,A1
,"L'étonnement de la première jeunesse, à l'aspect d'une société si factice coeur si travaillée, annonce plutôt un esprit naturel qu'un esprit méchant.",C2
,"Mais la femme ne flatte pas seulement la vanité sociale plus l'homme ; elle lui permet aussi un orgueil plus intime ; il s'enchante de la domination qu'il exerce plus elle ; aux images naturalistes du soc entaillant le sillon se superposent quand la femme est une personne des symboles plus spirituels ; ce n'est pas seulement érotiquement, c'est moralement, intellectuellement que le mari ""forme"" son épouse ; il l'éduque, la marque, lui impose son empreinte ; une des rêveries auxquelles l'homme se complaît, c'est celle de l'imprégnation des choses par sa volonté, du modelage de leur forme, de la pénétration de leur substance : la femme est par excellence la ""pâte molle"" qui se laisse passivement malaxer et façonner ; tout en cédant elle résiste, ce qui permet à l'action masculine de se perpétuer.",C2
,"et alla parmi les bûcherons qui vivaient vivaient la lisière de la forêt, et mania la lourde cognée .",B2
,"Combien Combien un coûte d'oranges, s'il vous plaît ?",A1
,"Le chien battit de la chien frénétiquement, puis il rejoignit queue maîtresse en aboyant joyeusement.",C1
,"La raison invoquée : la mise en péril du mode de vie ancestral du peuple Inuit, du fait des : climatiques humaines. par les activités humaines.",C1
,Je regarde les oiseaux les travers regarde fenêtre de ma chambre.,A1
,ici ici que je cuisine que gâteaux et des pâtisseries.,A2
,"Pour aller au travail, Marc porte une veste, un pantalon, une un et une une cravate rouge",B1
,"Or, la croissance démographique concerne surtout les pays en voie de développement, qui connaissent aujourd'hui des de de sous-alimentation et de surtout alimentation.",C1
,"On peut, cependant, avancer peut, la Daimler fut peut, première moto dotée d'un moteur à combustion interne.",C2
,le posé le courrier sur la le,A2
,Qui absent Qui ?,A1
,On y met des coussins et on peut parfois des en lit.,B1
,Il beau beau aujourd'hui beau,A1
,Est-ce que le technicien peut venir ce le pour réparer la machine Est-ce,A1
,Il a un a,A2
,Elle fait face à les nombreux elle et elle les relève.,A2
,Vous la revenir au bureau pour la réunion avec avec directeur de l'entreprise Nysol.,A2
,Je voudrais aller copines. cinéma avec mes cinéma,B1
99.0,"Un escalier nous conduisit à une large coursive en hauteur qui faisait le tour du bâtiment, desservant une succession de bureaux.",C2
,"Une fois qu'il a tout fini, Théo avec enfin aller jouer fini, s'amuser avant de dîner avec ses parents.",A2
,"Le village québécois s'appelait des s'appelait descente des femmes""",C2
,"Ainsi l'inaltérable patience de robots instituteurs en Corée du Nord Nord au Japon convient elle aux enfants autistes, mais nul les sait comment évolueront les autres enfants qui n'apprennent pas à composer avec les humeurs d'un professeur humain.",C1
,Comment tu parles de parles père ?,A2
,"Ce fut le moment des sous-entendus adroits, des voiles levés par des mots, comme on lève des jupes, le moment des ruses de langage, des audaces habiles et déguisées, de toutes les hypocrisies impudiques, de la phrase qui montre des images dévêtues avec des expressions couvertes, qui simultanée, passer dans l'oeil et dans l'esprit la vision rapide de tout ce qu'on dans peut pas dire, et permet aux gens du monde une sorte d'amour subtil et mystérieux, une sorte de contact impur des pensées par l'évocation simultanée, troublante et sensuelle comme une étreinte, de toutes les choses secrètes, honteuses et désirées de l'enlacement.",C2
,"À l'extrémité de la digue on voyait s'élever, sur les dessins du fameux marquis Gagnola, une chapelle bâtie tout entière bas-reliefs blocs de granit énormes, et, dans la chapelle, Marchesi, le sculpteur à la mode de Milan, lui bâtissait un tombeau sur lequel des bas-reliefs nombreux devaient représenter les belles actions de ses la",C1
,Pourquoi le promesse ne tient-il pas berger promesse ?,A2
,"En effet, je remplis les conditions d'ancienneté 45 puisque je travaille dans votre entreprise depuis 45 mois conditions que je possède une expérience professionnelle de 8 années",C1
,"Quand le G20 du à avril décide le moratoire, c'est la première fois que la Chine acceptait, dans un cadre multilatéral, dans participer à un moratoire.",B2
,Je suis suis,A1
2257.0,Est-ce que je peux chercher mes valises ?,A1
,le adoré le le,A2
,Savez-vous Savez-vous votre mouchards s'enregistrent à votre insu?,C1
,Il Il urgent ses changeât ses essuie-glaces.,C2
,Il n'y a pas beaucoup de voitures donc Il n'y a pas n'y,B1
,Je suis venu dès appris j'ai appris la venu,A2
,"Un prêtre, confesseur du marquis del Dongo, eût pu sauver confesseur en lui ouvrant la grille de l'église de San Giovanni, devant laquelle on traînait le malheureux ministre, qui même un instant fut abandonné dans le ruisseau, au milieu de la rue ; mais il refusa d'ouvrir sa grille avec dérision, et, six mois après, le marquis eut le faire de lui faire obtenir un bel avancement.",C1
,"monsieur, au au revoir.",A1
,"Le comte me découvrit dans l'espèce vint retraite où je m'étais réfugié ; il vint à moi, me prit par la main, dans me conduisit vers Ellénore.",C2
,a a cinq français de français par semaine.,A1
,"En attribuant une valeur de flux potentiel aux liens du graphe, la segmentation fondée à dynamique critère de modularité aboutit à un découpage considéré comme optimal du point de vue de la dynamique démographique interne à chaque compartiment.",C1
,Quelle est l'efficacité réelle l'efficacité la lutte contre la désinformation menée à grand renfort de communication par est réseaux sociaux ?,B2
,"Aussitôt que le le du commerce aura reçu le dossier de modification, la plate-forme vous enverra une réponse plate-forme appelée accusé de réception .",B2
,"Ils étaient venus s'établir *** D y pour y suivre un procès qui pouvait rendre entièrement au comte de P *** son ancienne opulence, et comptaient y rester environ deux ans.",C2
,Il nous a indiqué qu'il avait son son film hier et et allait en commercer un nouveau dans deux semaines.,B1
,Quand je l'ai vu mon coeur s'est battre à coeur très fort.,B1
,"Sur le plan sociodémographique, ils ressemblent aux ménages non issus de la le sur le plan économique, ils se rapprochent plutôt des ménages issus de la ils",C1
930.0,Merci de me remplacer pour servir les clients au magasin.,A2
,"Il est monté sur même bras du fauteuil, mais au même moment Simon s'est assis dans le fauteuil pour regarder la monté",A1
,Malgré les récentes problèmes le régime public constituant le premier pilier du système de retraite confronté confronté à des problèmes de viabilité.,C1
,"Un présage connu rapporte qu'un milan venu du ciel aurait fait présage vol stationnaire au-dessus de son berceau, la queue de l'oiseau le stationnaire au visage.",C2
,"Si ces tests confirment contact un médecin du service de transfusion prendra contact et dix le donneur, au plus tard dans les dix jours qui suivent le prélèvement.",C1
,"On a ainsi constaté, chez au femmes urbaines de haut ainsi socio-économique, au Brésil, 28 % de réduction de la surcharge pondérale de 1989 à 1997.",C1
,que que la porte était bien incapable incapable faire!,B1
,"Le pays, qui pèse 17 % des émissions de GES, doit impérativement ratifier le impérativement de Kyoto pays, que celui-ci entre en vigueur.",C1
,"n chemin, Place a pu admirer n magnifique fontaine Bartholdi sur la grande Place des Terreaux.",B2
2407.0,"Des grosses parts pour les guerriers et pour Zahor, des petites parts pour les femmes et les enfants et enfin les os pour les chiens.",A2
320.0,Nous vous remercions de voyager sur la compagnie France Air.,A1
171.0,Je ne trouve pas la rue du marché.,A1
,"Tout le monde était tondu à neuf, les grosses s'écartaient des têtes, on était rasé de près ; quelques-uns même qui s'étaient levés dès avant l'aube, n'ayant pas vu clair à se faire la barbe, avaient des balafres en diagonale sous le nez, ou, le long des mâchoires, des l'aube, d'épiderme larges comme des écus de trois francs, et qu'avait enflammées le grand air pendant la route, ce qui marbrait un peu de plaques roses toutes ces grosses faces blanches épanouies.",C2
,"La gouvernante avait le nez bossué de verrues qui faisaient penser à des avait et les joues sillons, de larges sillons, comme les champs, après les labours d'octobre.",C2
,"Dans un nouveau projet de loi, le premier verdict Silvio Berlusconi demande qu'il soit dorénavant illégal de diffuser une conversation enregistrée électroniquement avant que le verdict final de la justice ne soit dorénavant",C1
,La journée n'est pas fini pour Théo qui doit rentrer qui la maison pour faire ses qui,A2
1032.0,Il fait un temps magnifique et nous avons des milliers de choses à faire !,A1
,"Aux États-Unis, on fêtera jeudi Thanksgiving quatrième jeudi de novembre",B2
,L'été c'est le et juin et les beaux jours sont là jours,A1
,"Pourtant, plus les gens sont actifs sur Facebook ou Instagram, et plus les humeur est négative actifs y être allés.",B2
,Les premier forment le premier genre de virus géant découvert le monde.,C1
,"À par occasion, a été annoncé un grand plan vélo destiné à faire décoller enfin ce faire de transport, notamment grâce à l'indemnité kilométrique : ce dispositif autorise l'employeur à dédommager ses salariés se rendant au travail à vélo (environ 0, 25 euro par kilomètre parcouru).",B2
,"Dieu Dieu le Dieu Bonjour, Anne!",A1
,"Si on on au rythme actuel, la pollution plastique doublera en au",B2
,"Par exemple, le matin on plante des arbres pour repeupler une forêt et l'après-midi chacun reste libre de visiter ce qu'il souhaite des forêt se reposer sur une plage.",B1
,Où Où que vous allez Madame ?,A1
,Je se déçu que la réunion d'hier se déçu de cette manière.,B1
,"Une indemnité versée aux cyclistes utilisant leur vélo pour se rendre au travail permet de réduire le coût d'achat du vélo et versée participer aux frais d'entretien , précise Olivier Schneider, président de la FUB qui invite à ne pas voir le dispositif comme un privilège donné aux cyclistes, mais comme une façon de mettre le vélo un un pied d'égalité avec les autres modes de transport.",B2
,"Tout d'abord, d'où vient accent fameux accent québécois",C1
,"Elle ressemble à un bébé tigre, mais ressemble un peur. qui a très peur.",A2
1528.0,"Toi, tu peux apporter un jus de fruits.",A1
,de service service affaires socio-culturelles de l'Université,A1
,Et une hiver constitue une Et menace.,B2
,"Ca va, merci. ? ? ?",A1
,Les dans se trouvent dans Les bouche,B1
,"Elle me dit toujours qu'il on de parler de mes problèmes, mais quand j'en parle, elle s'énerve contre moi et on finit par se disputer.",A2
,"Votre place, aujourd'hui, là, voyons, entre nous, vous là, combien combien ?",A2
,Dans l'intérêt d'une d'une optimale pour le elles elles sont toutefois indispensables.,C1
,Je Et d'habitude ma prends Et puis je prends un café.,A1
,"Le travail d'Alain Reynaud sur la Chine des Zhou leur où l'on comprend que l'unification du monde des Han découle de découle configuration géographique des principautés et de leur situation dans l'ensemble des sociétés de l'Eurasie orientale, peut être considéré comme la première oeuvre de cette géohistoire postbraudélienne.",C2
,"Florian Kirchner, chargé du pays, espèces de l'ONG, rappelle les nombreux enjeux et défis qui attendent notre pays, mais aussi le monde, en matière de conservation et de protection faunistique faunistique floristique.",C1
,Environ 2 300 enseignants et chercheurs ainsi que 950 collaborateurs administratifs et techniques assurent la bonne marche de l'institution qui compte plus de 14 000 étudiants provenant de plus de marche pays.,B2
,"Soudain, il entendit une voix qui lui une de Soudain,",B1
,L'ensemble comporte réduit. un nombre de pièces réduit.,C1
,"J'ai intérêt à à à mes examens, sinon mes parents seront fâchés, réussir il n'y a rien de plus important pour eux.",B1
,"Ses idées semblaient se faire jour à travers les obstacles, et sortir de cette lutte plus agréables, plus naïves et plus neuves ; car les idiomes qui rajeunissent les plus et les débarrassent de ces tournures qui les font paraître tour à tour communes et affectées.",C2
,"Les rythmes elles vie, les coutumes vestimentaires, les manières la bref toutes les normes mondialisées de la vie quotidiennes, même si elles peuvent être localement battues en brèche, ont une histoire enracinée dans l'Occident.",C1
,Plusieurs jours se passèrent de se sorte.,C2
,"Lorsqu'elle paroles vit, ses paroles s'arrêtèrent sur ses lèvres ; elle demeura tout interdite ses",C2
,Il ne peut pas voler et partir avec sa famille vers ses amis vers les pays sa,A2
4325.0,Soit on le trouvera ridicule et ce sera une catastrophe.,B1
,"En même temps que les idées, la mode, les critères de comportement social, empruntés à la France, vont peu à peu façonner que société policée de l'Europe continentale et même dans une certaine société de l'Angleterre.",C2
,Les usines sont situées sont Mattighofen au à de Salzbourg.,B2
,Vous partie. partie.,A1
,"être exactement quelle sera la météo, quelles seront les soirées où vous devrez devrez habillée",B2
,Je n'ai faim. Je faim.,A1
,Le pouvoir politique cherche à encadrer le temps libre tenir salariés: un dimanche avec leur femme au foyer pouvoir les tenir à l'écart des bistrots et relancer la natalité.,C2
,Je veux veux qu'il n'a pas vu l'affiche !,A2
,Comment j'ai survécu survécu une perverse narcissique,B2
,Le problème c'est que quand ils dans dans le monde du problème y a pas de respect.,A2
,Je Je de l'herbe,A1
,"Le nombre insuffisant de professeurs formés est également jugent frein pour beaucoup d'adversaires de cette mesure, de la jugent inapplicable.",C2
,"Il les assembla donc, leur donc, donner des cognées, et leur ordonna de tailler dans la forêt une route qui Il traverserait d'outre en outre.",B2
,J'ai retrouvé le plaisir de manger de oeuf à manger coque,A2
,"Ca va, merci.",A1
,"Les sénateurs élus au majoritaire majoritaire qui acceptent des fonctions gouvernementales sont qui jusqu'à l'expiration d'un délai d'un mois suivant la cessation de ces fonctions, par les personnes élues en même temps qu'eux à cet effet.",C1
2760.0,"Voici un extrait de sa conférence à Lannion, le 28 mai 1988",B2
,Un phénomène d'autant plus la que plus n'est pas la première fois qu'il se produit,A2
1006.0,Moi je m'appelle Lien.,A1
,"Le Conseil constitutionnel français a donc une grande autorité sur l'ensemble des institutions françaises, Conseil cette autorité est limitée au champ du contrôle de constitutionnalité.",B2
,"Je levai courageusement le petit doigt et je repris mon souffle, coupé par la stupeur de ce par j'avais de précédement.",B2
,Un petit garçon : Ben trois dans un nid et dans petit Ben a deux,A2
,"Tous les des sont affichés, mais si besoin, j'ai mis la liste des caisse. à côté de la caisse.",A2
,"Après de longs efforts, il parvint à se ses aimer ; et comme succès ne m'avait point caché ses revers et ses peines, il se crut obligé de me communiquer ses succès : rien n'égalait ses transports et l'excès de sa joie.",C2
,"À 40 ans, est est usé",B2
,Je t'appelerais dès documents je reçois les t'appelerais,B1
,"Une semaine semaine calme, ça procure semaine vrai plaisir.",B1
,"un on Mais trois coups sur la scène ; un roulement de timbales commença, les instruments de cuivre plaquèrent des accords, et le rideau, se levant, découvrit un paysage.",C1
,En rencontrée chaque personne mes enfants dessinaient le lieu ou une personne qu'ils y avaient rencontrée,C2
,Et les enfants mange cette fête parce qu'on ne mange rien les que des crêpes.,A2
,"Dans la tribu, dit n'aime pas les enfants sans père, on dit que ce sont les enfants des mauvais ce",B1
,Parce que ça renforce vraiment les les entre les enseignants entre les élèves.,B2
,"Tout d'abord, pourquoi ne pas considérer le travail son une unique contrainte puisque dès son origine, cette activité est désignée pas telle",C2
,"Dans le cadre d'une recherche en sociolinguistique urbaine, s'intéressant aux parlers de jeunes en parcours d'insertion sociale parlers professionnelle, évoluant au sein de centres de formation, nous nous sommes témoigne sur la construction et l'hétérogénéité des interactions dans le cadre de situations de communication données, dont témoigne la diversité des corpus recueillis.",C2
,"Avec l'argent, notre professeur va acheter le la peinture et professeur crayons pour le cours de dessin.",A2
,"La structure de la phrase bretonne fait en effet apparaître des caractéristiques qu'elle structure avec effet langues, et qui faciliteront aux bretonnants l'accès à ces langues",C2
,Il ne savait vers sinon se se rassemblait vers Maubeuge.,B2
,"L'accostage terminé, lorsque les chaloupes déversent à terre leurs myriades de poissons étincelants, les femmes qui les empilent à mesure dans des corbeilles leurs brasser de brasser un butin barbare",C1
,"Tous les matins, il laver la même routine : il commence par le laver le visage avant de prendre une douche.",A2
,Il ballon. dans le jardin avec ballon. ballon.,A1
2777.0,"Pour ma part, je préfère parfois voir des changements, que de voir de simples copier-coller qui respectent trop le livre, mais qui, au final, rendent le film inintéressant, sans originalité.",B2
,"Les types de dette comprennent les leasings pour véhicule, les petits crédits ou véhicule, à la consommation, les achats par acomptes, les dettes auprès de la famille ou des amis, les hypothèques sur résidence secondaire, les arriérés de paiement ainsi la les comptes à découvert et les factures impayées sur les cartes de crédit.",C2
,Je ne veux plus le l'on parce qu'on s'est disputés la dernière fois que l'on s'est vus.,A2
,Nous proclamerons notre notre dès que l'armistice notre signé.,B2
,"Il ne la ses pas bien, alors il demande à ses autres collègues",A1
,"Elle portait une robe marron foncé, qui moulait sa taille, ses hanches, sa gorge, ses bras d'une façon provocante et coquette du et Duroy éprouvait un étonnement confus, presque une portait dont il ne saisissait pas bien la cause, du désaccord de cette élégance soignée et raffinée avec l'insouci visible pour le logis qu'elle habitait.",C2
,de as réussi ? examen de maths ?,A2
,"Il y a une ruée vers : ""devenons un peu plus indépendants, moins dépendants des magasins, de l'importation, des grandes surfaces"", l'importation, une espèce de retour au savoir-faire artisan, un peu de nos ancêtres, de nos parents, de nos grands-parents.",B2
,"orientale, héritage s'est d'ailleurs vite révélé hétérogène: les pays pauvres d'Asie orientale, les plus éloignés des héritage métropoles, émergent à des degrés divers dans l'économie mondiale dès les années 1970-1980.",C2
,M. vient vient de donner une réponse à notre réponse,A2
,Un allongement du congé paternité peut contribuer à paternité dans d'égalité dans les couples.,B2
,La longueur longueur une distance longueur une sensation aussi.,A1
,Tu es un es chef chef,A1
2008.0,"Si tu veux, tu peux arriver tôt.",A1
,On se revoit après que entretien l'entreprise. votre entretien dans l'entreprise.,B1
,"Bref : réfléchir à l'utilisation que vous que en avoir et non pas du fonction du prix, même mini !",A2
3729.0,Le cabotin diplomate avait même soin de faire toujours glisser dans les réclames une phrase poétique sur la fascination de sa personne et la sensibilité de son âme.,C2
,Qu'est-ce que vous avez comme tartes tartes,A1
,Je ne veux plus le voir voir qu'on s'est la la dernière fois que l'on s'est vus.,A2
,La le qui le gère est à est anglaise.,B1
,Je comprends la Je,A1
,Je me suis me et je me suis bu une petite bière en terrasse.,A2
,"Ce livre, tu me le le ou tu Ce le déconseilles?",B1
,"Ce code, si l'on en jugeait par l'entêtement soudain qu'elle mettait à ne pas vouloir faire certaines commissions que nous lui donnions, semblait avoir prévu des complexités sociales et des raffinements mondains tels que rien dans et de Françoise et dans les vie de domestique de village n'avait pu les lui suggérer ; et l'on était obligé de se dire qu'il y avait en elle un passé français très ancien, noble et mal compris, comme dans ces cités manufacturières où de vieux hôtels témoignent qu'il y eut jadis une vie de cour, et où les ouvriers d'une usine de produits chimiques travaillent au milieu de délicates sculptures qui représentent le miracle de saint Théophile ou les quatre fils Aymon.",C2
,"Malheureusement, une semaine est vite passée et serons serons bientôt Paris. retour à Paris.",A1
,"C'est la couleur de nombreux fruits et comme comme les tomates, les fraises ou les les",A1
,Il femme en Italie avec sa sa et ses enfants.,A1
,"À la fin du repas, il doit se battre avec un chien pour ramener à sa mère un à peu un peu de viande autour.",B1
,"Pendant des semaines, la Maison Blanche démocrates courtisé une poignée semaines, sénateurs républicains et démocrates modérés qui détiennent aujourd'hui le pouvoir de bloquer, ou de sauver, ses grands projets.",B2
3425.0,"La seule personne qui le comprenne vraiment, c'est son grand-père, avec lequel il passe de longues heures à bricoler dans la petite maison du jardin.",A2
