id,sentence,difficulty
,"Deux guerres mondiales, en 1914 et que convainquirent cependant de nombreux plus que le Concert européen avait échoué et ne parvenait plus à gérer les affaires du continent.",C2
,tu mangeas les Tu fruits dès que tu les eus cueillis,C2
,Le marché bientôt conclu. conclu.,B2
,téléphoné m'a téléphoné et elle m'a rejoint.,A2
,Ne les respirer aérosols. aérosols.,A2
,Je suis tout à suis d'accord d'accord la jeune fille.,A2
,Mais réticences. initiative suscite par ailleurs de nombreuses réticences.,C1
,Ils parlent encore mieux le français que nous,B1
,"trois les trois années d'études, je chez déjà chez elle.",A1
,Nommez-les Nommez-les l'ordre.,A1
,Figurez-vous Turc Turc allant la nuit chez Paul allant,B2
,"En effet, le risque Calliclès un homme comme Calliclès le de mener une vie intempérante et désordonnée est de devenir l'esclave de ses propres passions et désirs",C2
,Jamais auparavant l'humanité n'avait produit auparavant de nourriture.,B2
,Bruxelles est en droit politiques défendre les défendre qu'elle conduit.,B1
,Je cherche cette cette cherche pouvez m'aider ?,A1
,"OK, alors on se tient on courant on samedi prochain ?",A2
,Mais les la pétroliers plongent crise France dans la crise,C1
,"Pour plat plat de résistance de ce soir, je n'ai dans de tomates, ni de courgettes dans mon garde-manger.",B1
,Votre lycée français organise chaque année une journée une les organise peuvent venir observer des cours.,B2
,"Ce lundi 8 mars, Journée Ce des droits des femmes, les salariés de McDonald's sont salariés nouveau dans la rue.",C1
,"Mais, déjà, le commerce équitable commence à être récupéré par des entrepreneurs au nez creux et peu Mais, de trop les critères fondamentaux, trop contraignants.",C1
,Le délivré de court séjour délivré délivré pour 3 mois au plus,C1
,Une politique de sécurité est un outil sécurité gouvernance qui permet de traiter la sécurité comme un processus de gestion continu en fonction d'objectifs stratégiques clairement est,C1
2478.0,"En effet, même si vous ne souhaitez pas acheter quelque chose, il est toujours intéressant de passer du temps dans les centres commerciaux",B1
,"Quand j'allais à la déchetterie, peu amis étaient sceptiques, certains me pensaient même un peu folle.",B2
,"Il y a cinq chambres, une grande cuisine, cuisine, salon et deux salles de cuisine,",A1
,"Finalement chez et comme chez Hôlderlin, la révélation chrétienne apparaît comme un approfondissement de la révélation païenne, comme une réconciliation plus profonde de l'infini et du chrétienne",C2
,"Delphine, je t'attends coin coin de la rue, devant devant pharmacie",A1
,"Au moment de payer, est petit garçon est toujours volontaire.",A2
,"Durant l'année scolaire 2001-2002, les violences physiques à caractère sexuel ont représenté 1, 13% des actes le violence recensés par scolaire logiciel de l'Education nationale.",C1
,"Comme ""jouissance judaïsme, il d'une oppose l'idée d'une ""jouissance sanctifiée"".",C2
,"C'est déjà le lundi, lundi, toute la semaine recommence",A2
,Il paraît qu'on mange bien des l'une des spécialités le l'île est le fromage de chèvre.,A2
,"Les sénateurs élus au scrutin majoritaire qui acceptent des fonctions gouvernementales sont remplacés, jusqu'à scrutin d'un délai d'un mois suivant la cessation de ces fonctions, par les personnes élues en même temps qu'eux à cet effet.",C1
,On cherche toujours On opposer la et la machine.,B1
,Je mange mange la cantine.,A1
,"Je viens d'aller consulter consulter médecin, car je ne plus plus dormir.",B1
,"Sous un vieux trouvé romain, quelques strates plus bas encore, des archéologues de l'Académie polonaise des plus ont trouvé en 2011 des restes de petits animaux.",C1
,Cet expert affirme permet le jeu vidéo un un meilleur développement de l'enfant.,B2
,"Par-delà ces collines, dont le faîte offre des ermitages qu'on voudrait tous habiter, l'oeil étonné aperçoit les pics des Alpes, toujours couverts de neige, et leur austérité sévère lui rappelle des malheurs de la vie ce leur en faut pour accroître la volupté les",C1
,"Les dettes relevées au niveau individuel sont attribuées solidairement à l'ensemble des de du ménage, les résultats diffusés indiquant ainsi les pourcentages de la population vivant dans un ménage avec le ou les types de dettes considérés.",C1
,"On eût dit qu'en faisant remarquer leurs ridicules, je trahissais une confidence qu'ils m'avaient faite ; on eût dit je se montrant à mes yeux tels qu'ils étaient, ils d'avoir obtenu de ma part la promesse du silence : je n'avais point la conscience d'avoir accepté ce traité trop onéreux.",C2
,Je rentre à rentre maison 19 19 heures,A1
,Le tas de riz tantant tanta le tas de tas tentés.,C2
,Dès Dès nous eûmes reçu de ses nous nous fûmes soulagés,C2
,"Rares sont celles qui, comme le basque, l'égyptien, le chinois, le grec, l'hébreu, le latin, le persan, Rares sanskrit, le tamoul et quelques autres ont soufflé leurs sont 000 bougies.",C1
,"Et puis la France, comme la plupart des sol du monde, doit importer les son premières inexistantes sur son sol et ne fabrique plus la totalité des produits sur son territoire",B2
,La journée n'est pas ses pour Théo qui La rentrer à la maison pour faire ses devoirs.,A2
3788.0,"Si quelque petit champ de cinquante pas de large vient interrompre de temps à autre les bouquets de châtaigniers et de cerisiers sauvages, l'oeil satisfait y voit croître des plantes plus vigoureuses et plus heureuses là qu'ailleurs.",C1
,"Le centre à France est situé dans le centre-ville, à quelques situé de la mairie.",B1
,né suis né à Toronto.,A1
,"J'ai ensuite internet pratiqué, grâce mon mon addiction à internet",C2
,"ce marquis la reçut de mauvaise grâce, debout dans le vestibule, et mit un certain temps à comprendre ce qu'elle voulait car c'était une femme aux mots remâchés et aux circonlocutions certain",C2
,"""Me voilà."" Quand la femme vit le berger, elle cessa de pleurer, et dit: ""Eh bien, où avez-vous été le berger, ?""",B1
,"C'est ainsi que, pendant longtemps, quand, réveillé la nuit, je me ressouvenais de Combray, je n'en revis jamais que cette sorte de pan lumineux, découpé au milieu d'indistinctes ténèbres, pareil à ceux que l'embrasement d'un feu de Bengale ou quelque projection électrique éclairent et sectionnent dans un édifice dont les autres parties restent plongées dans la nuit : à la base assez large, le petit salon, la salle à manger, l'amorce de l'allée obscure par où arriverait M. Swann, l'auteur inconscient de mes tristesses, le vestibule où je m'acheminais vers la première marche de l'escalier, si cruel à monter, qui constituait première lui seul le tronc fort étroit de cette pyramide irrégulière ; et, au faîte, ma chambre à coucher avec le petit couloir à porte vitrée pour l'entrée de maman ; en un autour, toujours vu à la même heure, isolé de tout ce qu'il pouvait y avoir autour, se détachant seul sur l'obscurité, le décor strictement nécessaire (comme celui qu'on voit indiqué en tête des vieilles pièces pour les représentations en province) au drame de mon déshabillage ; comme si Combray n'avait consisté qu'en deux étages reliés par un mince escalier et comme s'il n'y avait jamais été que sept heures du soir.",C2
,"Pourtant, beaucoup de indice s'estiment bonnes en maths , mais n'ont jamais envisagé d'y faire carrière jamais un premier indice expliquant peut-être le faible nombre de femmes en mathématiques.",B2
,Ce comédien joua dans dans pièces mon mon frère eut écrites.,C2
3201.0,"Tout cela met l'enfant bretonnant en situation d'avoir, au travers d'une langue assez exotique, un très large éventail de moyens d'expression qui viennent s'ajouter à ceux que le français lui propose",C2
,"A ces deux types de raisons, facilement identifiables à travers la littérature, qui par les entreprises à mener une réflexion sur l'évaluation des connaissances, sont associées d'autres raisons plus difficiles caractériser qui semblent inspirées par une volonté de transformation de sont",C2
,J'ai cherché à heure. joindre il y a une à,A2
,"Restaurant classe, costar, peaufinage du Restaurant de séducteur, on part sur un costar,",C1
,"Pour beaucoup route, cyclistes, la récompense architecturales plusieurs heures de route, c'est la découverte des merveilles architecturales de la région.",B1
,Nous devons nous nous autant comme citoyens du monde que comme héritiers d'une vieille nation.,C2
,Bonjour Abdel et merci pour ton ! et,A1
,agences les agences réglementaires nationales exigent un nombre de patients testés toujours testés grand.,B2
678.0,Mais il faut continuer.,A2
,"monopole du pas, Monsleur Mitterrand, le monopole du ceur",C1
,"En effet, je remplis les conditions d'ancienneté requises puisque que travaille votre votre entreprise depuis 45 mois et que je possède une expérience professionnelle de 8 années",C1
,"Le port à la ceinture aussi, de même que la ""panoplie de la frimeuse accomplie"", décrite en ces compensé : ""Doudoune volumineuse, chaussures à talon Le et l'Indispensable Téléphone Portable."".",B2
,"Sous un vieux dépotoir romain, quelques strates plus bas encore, des archéologues de restes des des sciences ont trouvé en 2011 des restes de petits animaux.",C1
,"Il en résulta en liens temps un désir ardent d'indépendance, une grande impatience des liens dont j'étais des une terreur invincible d'en former de nouveaux.",C2
,"Le romancier qui transforme la vérité constante, brutale et déplaisante, pour en tirer une aventure exceptionnelle exceptionnelle séduisante, doit, sans pour exagéré de la vraisemblance, manipuler les événements à son gré; les préparer et les arranger pour plaire au lecteur, l'émouvoir ou l'attendrir.",C1
,Le couple fait bien fait Le,A2
,Je travaille heures. 9 heures à 12 heures.,A1
,La journée n'est faire finie pour Théo qui doit rentrer à la maison rentrer faire ses devoirs.,A2
,Je ne grand-chose à grand-chose à la maison.,A2
,Je suis tu aies que tu aies pu venir.,A2
,! pantalon est pantalon cher !,A1
,Puis-je en proposer un massage en un le départ de l'avion?.,B1
955.0,"Premièrement, comme les réseaux sociaux sont devenus de véritables espaces de comparaison sociale, notamment par les photos postées, on est souvent enclin à penser que les autres sont plus heureux et ont une vie bien plus agréable que la nôtre.",C1
,"Lorsqu'elle me vit, lèvres paroles s'arrêtèrent sur ses lèvres ; elle lèvres tout interdite ?",C2
,du canons renversèrent d'abord à peu près six mille hommes de chaque côté ; ensuite la mousqueterie ôta du meilleur des mondes environ neuf à dix mille coquins du en infectaient la surface.,C1
,"Sur d'autres, on entendait une série de détonations, tandis que des contestataires entendait réussir"". révolte doit réussir"".",C1
,J'ai reçu de le lecteur de DVD portable.,A1
3217.0,"Ainsi, en cinquante ans, ""la quantité d'aliments disponible pour chaque habitant de la Terre est passée, en moyenne, de 2 320 à 2 800 kilocalories par jour"", expliquait, en 2002, Bertrand Hervieu, président de l'INRA, devant l'Académie des sciences morales et politiques.",C1
,Les convaincus: ans. sont convaincus: tout peut recommencer à 50 ans.,C1
342.0,"Le lendemain, l'assistante m'a téléphoné pour savoir si j'étais disponible lundi.",B1
2013.0,Tu viens en vacances au ski avec nous cet hivers,A1
,Merci.,A1
179.0,Il met son plus beau costume et son chapeau,B1
,Vous ce ce film ?,A1
,"Il n'était pas populaire, bien que le une posthume conféré à son père suscitât chez ses accointances le regard particulier, semi-circulaire, de ceux qui, ne voulant pas congratuler sur un pied d'égalité terrestre, accordent néanmoins à la branche en vie (à cause conféré la mort et de sa sanction) une légère inclinaison de tête, en pardon réminiscent d'une crainte future - salut qui nous est très habituel en présence de ce peuple.",C2
,"En ces temps où un virus soumet nos existences, déjoue nos projets, crée partout un climat d'incertitude, le hasard a voulu que je trouve quelque lumière dans les pages de Pascal sur la ""disproportion de l'homme"" (Pensées, Brunschvicg, 72), ce texte que chacun a lu une fois dans sa jeunesse, jamais médité depuis : ""Voilà où nous projets, les connaissances naturelles.",C2
,Je rencontrer vous rencontrer souhaiterais ce sujet.,A1
,"Avant, était disais disais que ma vie était une tragédie.",B1
,comportement comportement microbiote sur notre comportement a pu être observée.,C1
3237.0,"Il n'y a pas de formation idéale, mais il faut au minimum avoir un diplôme Bac + 2.",A2
,était noir. était noir.,A2
,"Quelques sermons de quelques hypocondriaques sont-ils à ce point, parvenus à déconcilier l'Algérien à sa l'Algérien ?",C2
,L'enseignement comment - dans l'école française est - comment dire ça poliment,C2
,Et tu tu es toujours cuisinier toujours,A1
,"Il y a l'eau qu'on consomme en pleine conscience, en la voyant couler et celle que lon sans voire que la gâche sans le savoir, elle s'appelle ""l'eau virtuelle""",B1
,"La seule petite qui le comprenne vraiment, c'est son grand-père, du lequel il passe de longues heures à bricoler dans la petite maison du jardin.",A2
3243.0,"Les médias, les entreprises, les municipalités, les écologistes invitent de plus en plus les citoyens à utiliser leurs vélos pour circuler dans les grandes villes.",B2
,attention! Fais,A1
1683.0,Ses propos ultra-monarchiques irritaient les populations qu'on voulait plonger dans le sommeil et l'incurie.,C1
,"Sur 110 000 appels reçus par 000 ligne Jeunes écoute violence d'Ile-de-France en 2000, environ 4000 avaient trait à des par survenues en milieu scolaire, essentiellement au collège.",C1
,"Tous les matins, il suit la même routine : il avant par douche. laver le visage avant de prendre une douche.",A2
818.0,"Ce livre dresse une liste d'erreurs de langage, d'anglicismes, de pléonasmes, de néologismes et barbarismes classés par ordre alphabétique.",C2
,"Merci Madame, biologiste, vous le fondé le site, l'association Inversons la Merci",C1
,Et parions fécond ces nouvelles technologies sauront créer un imaginaire tout aussi riche et fécond et pas Et être des technologies au service de notre réalité.,C2
1248.0,"Perrette, retenant sa respiration tellement était forte l'odeur nauséabonde d'huile de vidange, dans la chambre-garage.",C1
3329.0,"En 2020, le classique compte courant s'est imposé comme le produit d'épargne préféré des Français.",C1
,"D'abord, les produits fabriqués sont produits sont en moyenne 30 pour cent plus chers que les autres",B2
,Les habitants en très Les d'apprendre l'interdiction des voitures en centre-ville.,B2
,Merci beaucoup pour toutes beaucoup belles histoires que je trouve très utiles Merci améliorer mon français.,A2
,En admirer il a pu admirer la magnifique la Bartholdi sur la grande Place des Terreaux.,B1
,Et aussi tous à la télévision parce qu'on regardait tous les soirs deux ou trois épisodes de mes séries épisodes,B1
,La mère de Thom est longue par marche. longue marche.,A2
,Les producteurs doivent prendre vendus charge uniquement les déchets des appareils vendus à partir du 13 producteurs 2005.,B2
,Les ressources des en en peuvent faciliter l'apprentissage des lycéens.,B2
,Un revenu devient donc une nécessité pour que l'Homme d'avoir l'Homme à la satisfaction d'avoir comblé ses désirs,C2
,rester peut peut en rester qu'un.,A2
,"Car sans incertitude nous serions cantonnés à une serait morne, dont la fresque ne serait teinte que de dégradés de gris, en sans complète de couleurs",C2
,Chacun a a un an Chacun un jour.,B1
672.0,Des images diffusées sur les réseaux sociaux montraient le jeune manifestant couvert de sang transporté loin des barricades par ses amis.,C1
,moi frère Patrice est plus jeune que moi,A2
,"Ah, le mois de décembre : ses illuminations, la couronne de l'Avent pour les catholiques, et le fameux calendrier empli de chocolat pour les enfants. Tous ces préparatifs rendent chaque année le festive et l'atmosphère",B2
,"Pour la de la solidarité européenne de matière de vaccination ""s'effondre"".",B2
,Je ne vois aucune contradiction la la promotion des langues régionales et la défense du défense,C2
,"Bon, la première chose bien sûr, il première sûr, comédien.",A1
,"D'abord, les produits fabriqués en France sont en moyenne les pour moyenne plus chers que les autres",B2
,"Tard le soir, rentre rentre tout seul.",A1
,Je me réjouis de te revoir pendant Je vacances.,A2
,"Il poussa un long soupir de joie ; et comme causèrent presque tranquillement, avec des allures d'intimité, s'ils s'ils se fussent connus depuis vingt ans.",C1
,beaucoup beaucoup pour pour histoire.,A1
,La fenêtre s'est refermée sur ma fenêtre ça fait mal.,B1
,Il y a deux possibilités : soit son accent lui permettra d'être connu et ce sera très ce,A2
,Cette situation est préoccupante plus préoccupante que la part de création de valeur actifs entreprises issue de la valorisation de ces actifs intellectuels est jugée par certains comme dépassant actuellement celle générée par les actifs matériels,C2
,"t'inquiète Gaio, pas, t'inquiète pas, fais à ton rythme.",A2
2046.0,La durée de retention des données peut être fixée par des réglementations sectorielles.,C1
,Cette actrice américaine elle disparu de de elle hier.,B2
,"Que âme Japonais, animistes, n'aient cure d'une âme transcendante, ignorent notre mythe et apprécient sans réserves leurs sans confirment l'interprétation proposée.",B2
,Il vit un grand nombre de serpents serpents en arrivant près d'un certain rocher le touchaient d'une herbe le tenaient à la bouche.,B1
,Tout se passe se Tout France ?,B1
,La intégré s'achèvera par un contrôle pour par si le propriétaire a intégré les connaissances.,B2
,Nous voulu voulu visiter le musée visiter nous avons dû payer l'entrée.,B1
,"Et lorsqu'ils commencent à ôter le plancher de la le à manger, ils découvrent à sang coagulé.",B2
,catégories. y a essentiellement y grandes catégories.,B2
,"Bref, démocratie démocratie a les tempes blanchies.",B2
,Il a a cheveux Il,A1
,"à pour les autres sciences, la démarche des enseignants intéressés par les ressources pédagogiques et les les de La Main à la pâte est une démarche volontaire.",C2
,Les médecins après souvent qu'on doit les un verre de vin rouge après les repas.,A2
,"Il savait déjà qu'il faut éviter les aliments grossiers, les lourdes venaisons et les boissons fermentées ; il connaissait aussi l'influence bienfaisante des bains fréquents, déjà gardent la peau saine et la des fatigues.",B2
,le trop est trop chaud pour le boire.,A1
,philosophie de la philosophie avec des philosophie alsaciennes ?,B1
,Je vis deux Gérarda avec ma fille depuis fille ans.,A1
,"Nous bénéficions tous de la couverture de de sortes de bienfaisantes et ingénieuses avançons, mais plus nous avançons, plus le combat contre la précarité s'impose à nouveau.",C2
,fait fait une promenade sur le Vieux fait,B1
,"Les plaies qui saignent au flanc du Christ, les contradictions essentielles à la raison, il semble que Hegel les Hegel piu'fois comme une seule et il bIessure.",C2
,"Pour ma part, je préfère parfois voir des changements, que de voir de simples copier-coller qui respectent au le livre, inintéressant, qui, au final, rendent le film inintéressant, sans originalité.",B2
4755.0,Les usines sont situées à Mattighofen au nord de Salzbourg.,B2
,"Cette année, nous nous demandé à nos parents de faire des gâteaux et nous les nos vendus.",A2
,"? pouvez expliquer encore encore fois, s'il vous plaît ?",A1
,"Ensuite, nous pouvons difficilement prévoir la d'essais prévoir à gérer en parallèle.",B2
,Je Je d'être victime d'un nouveau virus Internet et je veux vous mettre en Je,B1
,"Attentif aux évolutions de long cours, Pierre Bréchon, professeur à l'IEP de Grenoble, d'une se dessiner le visage d'une société d'individualisation, qu'il distingue d'une de d'invidualisme.",C1
,"Une des originalités de la Fondation est d'impliquer la communauté scientifique dans pédagogiques, création des ressources pédagogiques, l'accompagnement des classes et la formation continue des la",C2
,"De Buren exprime ces différents points de vue sur la ressource à travers une triple définition du concept : la ressource institutionnelle, telle qu'elle vue au travers des règles qui encadrent ses usages, la ressource physique physique au travers des fonctions qu'elle remplit et finalement la ressource sociale, lorsqu'elle est envisagée au travers des relations, qui se nouent entre ses usages.",C2
,à avons reçu plusieurs plaintes à ce sujet.,B1
,"Chacun de nous se fait donc simplement une illusion du monde, poétique, poétique, sentimentale, joyeuse, mélancolique, sale ou lugubre suivant sa poétique,",C1
,D'autres auteurs et exploité ce terrain comme Erik Orsenna et ses Chevaliers du subjonctif,C2
,Pour le dessert il y a de la mousse au chocolat.,A1
,Je les ai les la la pharmacie,A2
,"Malgré les récentes réformes, le problèmes des constituant le premier pilier du système de retraite reste confronté à des problèmes de viabilité.",C1
,C'est grâce C'est elle que j'en à arrivé là.,A2
,"Le prince Charles, sa ans, et sa sa Camilla Parker-Bowles, 57 ans, ne s'apprêtent-ils pas à convoler, enfin?",C1
,"Mais d'autres n'étaient pas d'accord : ""Son accent est tellement fort que l'auditeur va oublier ce qu'il dit"", ""La politique est un sujet trop sérieux pour être confié à une intonation aussi chantante*"" dit"", la fin, Philippe Labro, alors vice-président de la station de radio, a expliqué : ""Il y a deux possibilités : soit son accent lui permettra d'être connu et ce sera très bien.",B1
,"Ainsi, en Amérique latine, en Asie de l'Est et du Sud-Est, et depuis au sein du sous-continent Asie de gros progrès ont été accomplis depuis trente ans.",C1
,Les capacités les masculines et féminines sont en masculines les mêmes.,B2
2124.0,Il a rencontré un grand succès dans les écoles.,B1
,"Le jeune prince ne se lassait pas de redemander ces récits, et l'étranger ne pouvait se lasser de les répéter, évoquant à ses yeux pouvait corps frottés d'huile, tordus dans l'horreur de la lutte ou se ramassant pour la détente, la foule ondulant au soleil, les pieds nus volant sur le sable.",B2
,Le vernissage aura lieu le 22 Le à la Galerie de le Calande.,B2
,Domi découvrir très contente de découvrir ce monde magnifique.,A1
,Il travaille Rome à,A1
,L'assujettissement illimité concerne les le domiciliées ou séjournant en Suisse et concerne le revenu mondial.,B2
,"En étant connecté en permanence à ses amis et en pouvant ""se raccrocher"" à alors environnements en ligne familiers, comme sa page Facebook, son ""se Twitter ou sa story Snapchat, la personne, éloignée de son environnement familier, ne se sentirait-elle pas alors davantage en sécurité affective, comme dans son foyer où elle a ses repères et habitudes rassurants ?",C2
,"Tous les matins, il suit laver même routine : il commence par se laver le visage avant se prendre une douche.",A2
,Ils seront tous à la maison tous soir.,A1
,travaille l'après-midi chez moi le matin et l'après-midi,A1
,La perspective de longues négociations pourrait peser confiance l'investissement et la et des entreprises.,B2
,"Je m'appelle Laurent m'appelle j'habite à Paris avec mes parents, ma soeur soeur et mon frère.",A2
44.0,Il a plu et j'ai attendu l'autobus.,A2
,"Ils sont en général bien portants, soucieux de leur apparence, avides de soucieux de voyages et avides sport.",B2
,Il lunettes Il lunettes,A1
,"Liberté privée, ordre est telle est l'équation fétiche des Français.",B2
,maison reste à reste maison,A1
,"En tout, seize chansons café parisien. une scène où a été reconstituée une terrasse de café parisien.",B2
,"A gauche, c'est ma salle de bain, avec vue sur mon jardin. Je me ma très bien jardin. ma nouvelle maison !",A2
,La religion est consolatrice grande consolatrice des virginités,C2
,Ils Ils imaginé pouvoir surmonter le deuil en se s'étaient dans les travaux de rénovation.,B2
,Le but est de permettre aux candidats du est d'utiliser Le pendant les épreuves.,B2
,Je t'écris te te que que je vais partir cet été en Corse avec ma famille.,A2
711.0,Le développement des technologies a permis une augmentation importante de la productivité et a soulagé les hommes de nombreuses tâches ingrates; pourtant le travail occupe encore une très large place dans nos existences.,C1
632.0,"n revanche, Socrate choisit la vie ordonnée, celle où les tonneaux du sage ""seraient en bon état""",C2
,"On annonça qu'on avait servi ; à à Ellénore à bras, qu'elle ne put refuser.",C1
,Je regrette tout de suite après car j'ai peur qu'il associe la à anglaise car quelque chose de désagréable.,B1
,"Je rêves Camille et quand j'avais enfant, j'avais des rêves plein la tête",A2
1481.0,"Ceci dit, il reste qu'entre l'ovule et le spermatozoïde on observe des différences secondaires des plus intéressantes ; la singularité essentielle de l'ovule c'est qu'il est chargé de matériaux destinés à nourrir et à protéger l'embryon ; il accumule des réserves aux dépens desquelles le foetus édifiera ses tissus, réserves qui sont non une substance vivante mais une matière inerte ; il en résulte qu'il présente une forme massive, sphérique ou ellipsoïdale, et qu'il est relativement volumineux ; on sait quelles dimensions atteint l'oeuf de l'oiseau ; chez la femme l'ovule mesure 0, 13 mm de diamètre ; tandis que dans le sperme humain on trouve 60 000 spermatozoïdes par millimètre cube : la masse du spermatozoïde est extrêmement réduite, il a une queue filiforme, une petite tête allongée, aucune substance étrangère ne l'alourdit, il est tout entier vie ; cette structure le voue à la mobilité ; au lieu que l'ovule, où se trouve engrangé l'avenir du foetus, est un élément fixe : enfermé dans l'organisme femelle ou suspendu dans un milieu extérieur, il attend passivement la fécondation ; c'est le gamète mâle qui va à sa recherche ; le spermatozoïde est toujours une cellule nue, l'ovule est selon les espèces protégé ou non par une membrane ; mais en tout cas dès que le spermatozoïde entre en contact avec lui, il le bouscule, le fait osciller, et s'infiltre en lui : le gamète mâle abandonne sa queue, sa tête se gonfle et d'un mouvement tournant gagne le noyau ; pendant ce temps, l'oeuf forme aussitôt une membrane qui le ferme aux autres spermatozoïdes.",C2
,"Et là en revanche, ça pourrait en servir.",A1
,"Un souffle de vent les dispersait, la pierre s'était de nouveau assombrie, mais, comme apprivoisés, ils revenaient ; elle recommençait imperceptiblement à blanchir et par un de ces crescendos continus comme ceux qui, en musique, à la fin d'une ouverture, mènent une seule note jusqu'au fortissimo suprême en la faisant passer rapidement par tous les degrés intermédiaires, je la voyais atteindre à cet or inaltérable et fixe des beaux jours, sur lequel l'ombre découpée de l'appui ouvragé de lequel balustrade se détachait en noir comme une végétation capricieuse, avec une ténuité dans la délinéation des lac détails qui semblait trahir une conscience appliquée, une satisfaction d'artiste, et avec un tel relief, un tel velours dans le repos de ses masses sombres et heureuses qu'en vérité ces reflets larges et feuillus qui reposaient sur ce lac de soleil semblaient savoir qu'ils étaient des gages de calme et de bonheur.",C2
,Tu as ce ce bruit as,A2
,Dénoncer une discrimination acceptée acceptée est discrimination,B2
,À À,A1
,Ce mémoire concerne l'étude de la conduisant d'oxazolidines conduisant a d'azomethine. reactive ylure d'azomethine.,C2
3342.0,Tu as réussi ton examen de maths ?,A2
,Nous avons assez gâteaux nous ne ne plus de gâteaux ni de sucreries.,A2
,"Onze heures sonnèrent, je : me auprès d'Ellénore : elle m'attendait.",C2
,c'est Moi Pierre.,A1
,"Grâce aux progrès réalisés dans le domaine des biotechnologies depuis les années 1970, des usages à un niveau plus ""fondamental"" sont possibles, à l'échelle non seulement Grâce mais infranucléaire des organismes : les infranucléaire directs de leurs génomes.",C2
,Nous allons au au,A1
,"Quand je reviendrai, j'offrirai beaucoup d'amour à ceux que j'aprécie et je couvrirai mes que de je",B1
,Ça ne marche ne,A1
,elle elle est est,A1
,Enseigner à enfant enfant qu'il peut réussir.,A2
,"Ces derniers mâchoire. engendré des rats mithridatisés, pathologiquement agressifs, dotés d'une dotés force de mâchoire.",C2
,"Néanmoins, l'introduction de la notion de genre dans la de entraîne une meilleure compréhension des processus biologiques et la intriqués qui influencent les trajectoires de santé des hommes et des femmes.",C1
,La raison de cette ambivalence précède l'existence des robots et même leur nom: elle est est et se cache dans le vieux mythe du Golem remis à l'honneur en Occident par Frankenstein de Mary Shelley de 1818.,C1
,Je t'aurais bien nous une d'appareil mais nous n'avons pas d'appareil,B1
,Un journaliste laquelle Art journaliste a interviewé Agathe sur la performance dans laquelle elle a participé.,B2
,"Malgré la réticence du gouvernement italien, le gouvernement des réticence aurait de son côté des son intérêt à connaître les démarches entreprises par les enquêteurs des 27 pays membres de l'Union européenne.",C1
,"Un bel organe, un imperturbable aplomb, d'intelligence de tempérament que d'intelligence et plus d'emphase que de lyrisme, achevaient de rehausser cette admirable nature de charlatan, où il y avait imperturbable coiffeur et du toréador.",C2
,Je n'aime pas sortir la poubelle Je je déteste et dans le jardin.,A2
,"On bâtit une vie de couple différente, plus centrée sur les amis du les activités sociales, témoigne Philippe Wattier, 53 directoire membre du directoire du Crédit foncier.",C1
,"Alors, tu voyais le film, tu un Alors, texte et tu décrivais l'histoire.",A2
,"En effet, sitôt rentrés chez eux, Vanessa, 14 ans, Raphaël, 16 ans, colorées 44 ans, et Patrick, 45 ans, branchent ans, petites boîtes colorées afin de les recharger.",B2
,"Les randonneurs sont randonneurs rares, souvent médiocres",B2
,Il est douche. sous douche.,A1
,Nous à à Paris pour prendre un prendre,A1
,"À cette proximité spatiale, s'ajoute d'événements. fréquence plus intense du nombre fréquence",C2
,"Cependant, pour ne pas tomber dans le piège de l'""addiction"" et des anxiétés générées conduites le smartphone et les réseaux sociaux, il s'agit d'abord d'en prendre conscience pour réguler ses propres des et celles des adolescents.",B2
,Puis ou précise : Je n'ai jamais précise à corriger ou à accentuer mon accent.,B1
,"Après cette tranquille soirée, les soupçons de Swann étaient ou ; il bénissait Odette et le lendemain, dès le matin, il faisait envoyer chez elle les plus beaux bijoux, parce que ces bontés de la veille avaient un ou sa gratitude, ou le désir de les voir se renouveler, ou un paroxysme d'amour qui avait besoin de se dépenser.",C2
,"tant prophéties disent que tant qu'il y aura des bisons sauvages, nous survivrons.",C1
,"Il s'insère ensuite dans un autre réseau, vagabonds, au fur et à mesure du voyage : rencontres. des vagabonds, fait de routes, d'asiles et de rencontres.",C2
,"Confronté avec rien de pire s'était général en cuir guerre et ces mouvements légèrement percutants qui sont communs aux personnages militaires, lesquels semblent aspirer l'air au- dedans, sentent la poudre à canon et la chair de cheval, et, bien que léthargiques, ont l'air prêts à participer à une guerre encore indéterminée (type d'hommes pour lequel Hedwige s'était senti beaucoup d'inclination), Guido avait été secoué d'un tremblement invisible.",C2
,"Il y a un an, j'ai décidé de viande. plus manger de de",A2
,"Ne vous pas, je vous Ne Marc Lebrun.",A1
,préfères films est-ce que tu préfères préfères,A2
,ridicule. es Tu,A1
,"Ses confrères les curés un environs, fort jaloux de son influence, le détestaient ; le marquis del Dongo le méprisait tout méprisait parce qu'il raisonnait trop pour un homme de si bas étage.",C1
,Une campagne de communication grand également va de être menée.,B2
,"Forestier, tout à fait vautré sur les coussins, riait, buvait, mangeait sans cesse et jetait parfois une parole tellement osée ou tellement crue que les femmes, un peu que par la forme et pour la forme, prenaient un petit air gêné qui durait air ou trois secondes.",C2
,"C'est de qu'a appris Hervé Brassier qui pourrait guide, pendant des heures de son chien guide, Indigo.",B1
,Les ignorer en restant ignorer ignorer inconscient.,C1
,Je viens de faire des Je épreuves,B1
