id,sentence,difficulty
,"On peut, cependant, On cependant, la Daimler fut la première moto dotée d'un moteur à combustion interne.",C2
,"Le chancelier autrichien dépendre annoncé ne plus vouloir dépendre de l'Union européenne pour la production de vaccins a que, avec la Première ministre danoise, il allait engager des discussions avec Israël.",B2
,J'aime ce ce manteau noir.,A1
,"Or les éleveurs du Montana craignent que les bisons transmettent transmettent leurs bovins la brucellose, une maladie qui Montana l'avortement.",C1
,"A l'intérieur de ma maison, il maison, a un grand et avec une table et quatre chaises pour accueillir mes amis.",A2
,"La haie formait comme une suite de chapelles qui disparaissaient sous la jonchée de leurs fleurs amoncelées en reposoir ; au-dessous d'elles, le soleil posait à terre un quadrillage de clarté, comme s'il venait de traverser aussi verrière ; leur parfum s'étendait aussi onctueux, aussi délimité en sa forme que si j'eusse été devant l'autel de la Vierge, et les fleurs, aussi parées, tenaient chacune d'un air distrait son étincelant bouquet d'étamines, fines et rayonnantes nervures de style flamboyant comme celles qui à l'église ajouraient la rampe du parfum ou les meneaux du vitrail et qui s'épanouissaient en blanche chair de fleur de fraisier.",C2
,Je sport du sport fais les jours.,A2
,"Selon les calculs du CNES, la batterie de Philae devait être totalement déchargée être 02h00 totalement (03h00 locales).",B2
3295.0,"Hier, la question aurait paru absurde, tant la cause semblait entendue.",C1
,"En les centrale, c'est Francia Márquez qui a réussi à organiser les femmes de la Toma dans la région de Cauca et à faire pression sur le gouvernement Márquez pour arrêter l'exploitation illégale de l'or sur les terres ancestrales",B1
,Je te souhaite également meilleur le souhaite pour cette nouvelle année !,B1
,"Chêne, mon aile est cassée, je voler. peux pas voler.",A2
,Alors le Salon du Chocolat est Alors à ne pas manquer,A2
,"Ce récit fascine toujours notre science-fiction, Blade Runner de Ridley Ce (1982) ou Her de Spike en (2013) en témoignent.",B2
,ne te fais pas fais,B1
4783.0,Il avait faim.,A1
,"Pour nous reposer, nous nous en un verre en terrasse",A2
,anglais parle italien et italien,A1
,"Je vois bien l'intérêt de cet appareil, mais ai n'en ai l'intérêt l'usage.",B1
,"Une des la de la Fondation est d'impliquer la communauté scientifique dans la originalités des ressources pédagogiques, l'accompagnement des classes et la formation continue des enseignants.",C2
,"En à à la campagne, nous aurions cueilli des petits fruits.",B2
,"Affirmant cela, j'entends déjà les ayatollahs dresser coq au vin, les sermonneurs de la sauce béarnaise, les adeptes de la sole meunière se dresser tel un seul homme brandissant leur Gault Affirmant Millau et leur Michelin.",C1
,chêvre chêvre,C1
,"Alors, j'ai commencé à parler à ma grand-mère que j'admire beaucoup et je me suis découvert à nouvelle à",A2
2354.0,"Oh, ça fait du bien de changer d'air quelques jours.",B1
,"Quiconque aurait la dans mon coeur en son absence sensible côtés pour un séducteur froid et peu sensible ; quiconque m'eût aperçu à ses côtés eût cru reconnaître en moi un amant novice, interdit et passionné.",C2
,"La pollution, je dis non, mais à la mais oui dis oui, oui",A2
,"En cette grande occasion, pour quatre ce voyage politique, le marquis remettait à son fils quatre écus, et, suivant l'usage, ne donnait rien à sa femme, remettait le menait.",C1
,"Le réseau social annonce ce mardi la constitution d'un ""comité consultatif société de sécurité"", composé de neuf membres la la société civile.",B2
,Marie-Hélène Lahaye a fait et fait beaucoup mais la lutte contre les violences obstétricales et gynécologiques (VOG) mais utilise cette affaire de les erronée,C1
,"contes. l'appelaient tous monseigneur, et ils Ils quand il faisait des contes.",B2
,"Et pour non les seuls établissements non mixtes de l'Hexagone sont des institutions privées, même si elles ne représentent que 5% si des écoles, collèges et lycées.",C1
,"Et la Bretagne offre cette nous, parce que chez nous, le luxe c'est la",B1
,Le danseur est un sportif de haut Le en effet les danseurs sont des athlètes qui doivent effet un entraînement quotidien.,B2
,"Il rassemblait savait rien, rassemblait qu'elle se rassemblait vers Maubeuge.",B2
,Les nationalités non soumises à visa (liste commune établie par les pays membres) peuvent circuler sur pendant territoire Schengen pendant une période établie 3 mois au maximum,C1
,C'est une : pour lui : il va gagner un peu va d'argent.,A1
,pas n'arrive pas à s'endormir.,A1
,"Bien-aimé, maudit soit cet orage qui me retint cet mer, m'empêchant de venir à temps !",C1
,"Oh, quelques fait de bien de changer d'air quelques jours.",B1
,"que mes amis, je réunis tous ceux que j'aime bien pour fêter l'arrivée de l'été le que juin",A1
,"Dès sa création, le travail possède cette dimension pénible et négative liée au soit fait qu'il s'agit d'une action dictée par l'extérieur et qui pèse sur l'être humain Que ce soit dans les religions monothéistes ou polythéistes le travail possède, dans les récits, la caractéristique de n'être pas ou chez l'Homme, et donc d'être imposé par un élément externe",C2
,"Le de pour ou détendre, j'écoute de la musique ou je regarde un peu la télé",A1
771.0,La mer est toujours calme au petit jour.,A2
,Un lieu un peu surtout bruyant surtout en fin de surtout,B1
,Elle est surprise que les étudiants soient que en étudiants,B1
,On dirait qu'elle ou pleuré ou qu'elle dirait pleurer.,A2
,"Et, tournant à gauche, ils pénétrèrent dans une espèce de jardin couvert, pénétrèrent deux grandes fontaines de de goût rafraîchissaient.",B2
,"immédiatement. le téléphone retentissait, Quand s'empressait de répondre immédiatement.",B1
,"Le jour de la Fête des mères, la tradition consiste le plus souvent à offrir un petit cadeau un mamans, comme en Le",A2
,"Je m'appelle Bob, suis suis médecin et j'ai 35 m'appelle",A1
,S'attribuer ne qualités qu'on ne possède pas.,B1
,"Le sens des comme qui se confond avec ces deux expériences, apparait clairement comme inséparable expériences, décalage pragmatique, volontairement instauré, entre l'oeuvre philosophique et le ridicule d'une énonciation musicale.",C2
,Il habite avec ses avec sa femme et ses enfants.,A1
,du Danemark est le premier pays du pays à autoriser l'accès à internet lors des examens qui peuvent parfois même compter pour la baccalauréat,B1
,"Une association de promotion et de développement de l'apprentissage en ligne note que si ordinateur calculatrice a ""supplanté le calcul mental y compris pour des opérations basiques, et que l'utilisation d'un ordinateur relié à internet pourrait aisément remplacer une partie de notre mémoire, les opérations la ont ont été mémorisées en amont et c'est grâce à cette assimilation de connaissances basiques que l'apprenant peut utiliser la calculatrice"".",C1
,L'ensemble des des ?,A2
3782.0,Il a su se défendre et mentir lorsqu'on lui posait des questions embarassantes.,B1
,"restaurant vous ne mangez que que légumes, ce restaurant n'est pas pour vous !",B1
,"Puis je me bagarrais avec Daffy, mon canard en Puis je machouillais mon os qui couine ou je chantais je runisson avec la radio de la voisine",C1
,"C'est une bonne nouvelle, mais vais je vais faire dans une si grande ville alors que la la nature?",A2
,J'ai J'ai,A1
,"Deuxièmement, Spinoza précise bien que les hommes ""se vantent"" d'être humain car le désir d'être libre, même illusoire, est illusoire, plus valorisant pour l'orgueil humain que l'idée d'être totalement déterminé",C2
,Pour preuve la les Bédouins ont fait du thé à la menthe brûlant fait véritable rituel et en consomment plusieurs fois par jour.,B2
,On aura aura de de jusqu'au mois de mai.,A2
,"et si je ne suis pas fanatique de fast-food, je si vois pas pourquoi je ne mangerais pas de pizza et de hamburgers.",A2
,"Le mères, de la Fête des souvent la tradition consiste le plus souvent à offrir un petit cadeau aux mamans, comme en France.",A2
,J'ai bien reçu le lecteur de bien reçu,A1
,"Sous un vieux dépotoir romain, petits strates plus bas encore, des archéologues de l'Académie polonaise des trouvé ont trouvé en 2011 des restes de petits animaux.",C1
,"Il faire, le faire, ça ça prendra du temps.",A2
,"Trop de charlatans et songe-creux en partie malhonnêtes, en partie dupes de leur propre enthousiasme, ont fait au genre ont de magnifiques promesses qu'ils de bien empêchés de tenir.",C2
,Recourons pour illustrer les idées de Hegel à quelques-uns de à écrits ses,C1
,"compassion compassion de"" signifie pitié, de la pitié, de la sympathie"" envers quelqu'un.",A2
,"Il est reconnu qui pour les adultes qui travaillent, surtout pour les médecins, les reporters , ceux qui doivent voyager, ou encore panne cas de pépin, de panne sur l'autoroute, d'accident.",B2
,partie. partie. partie.,A1
,"J'étais toujours dans ses jambes, effectivement, à goûter tous toujours effectivement,",C1
,"Il apparait donc que l'accent mis sur d'urbanisation présence et la nature d'instruments territoire contingentement spatial risque de cacher, dans les cas d'Argovie et Soleure, la facilité procédurale avec laquelle le territoire d'urbanisation indiqué dans le plan directeur peut être modifié.",C2
,sait sait écrire écrire nom.,A2
,Les enfant n'avaient pas pas de travailler travailler devoirs après l'école.,A2
,"Du haut de les Tour Eiffel, on voir voir les principaux monuments de Paris",B1
,"Marseille une spécialité de poissons, spécialité de Marseille",B1
,"Oui, l'ouragan a touché terre la nuit dernière dans le a du Nicaragua, le s'est ensuite étendu à plusieurs pays d'Amérique centrale",B1
,"Des paysans et des seigneurs, le plaid sur l'épaule, chantaient tous ensemble une reprirent. de chasse ; puis il survint un capitaine qui invoquait l'ange du mal en levant au ciel ses chasseurs bras ; un autre parut ; ils s'en allèrent, et les chasseurs reprirent.",C2
,le manière dont le grandes fut construit à partir des grandes découvertes est donc largement responsable de sa géographie contemporaine.,C2
,Je t'aime.,A1
,"Merci mal Anne pour cette histoire, j'ai appris pas histoire, de nouveau vocabulaire.",B1
,"Globalement, presque une personne sur cinq (18, 9%) vit dans un ménage avec au moins un type d'arriéré de d'arriérés et 10, 0% avec au moins deux types d'arriérés de paiement, le pourcentage de la population avec un ou deux types d'arriérés de paiement dimunant avec d'arriérés le niveau de formation et les revenus.",C1
,On cherche toujours à opposer l'humain et la cherche,B1
,Qu'est-ce que tu de de cette peinture ?,A1
,L'incompétence linguistique des responsables français est une blague L'incompétence des sommets européens tout comme des grandes tout internationales,C2
4346.0,Je me demande si les fourmis dorment.,A2
,"Quand j'échange avec des ce de gauche en mettant sur la table toutes les réformes de progrès social depuis 2017, je me rends compte que l'enjeu porte avant tout sur notre capacité à porter capacité ce bilan.",C1
,"C'est une C'est pour lui, il va gagner un peu plus peu",B1
,Ils chevauchent un coq à taille humaine.,B2
,"Je vais te faire voyager, tu les reverras ces plages de sable blanc sur lequel u aimals courir avec plages port avant d'aller manger des churros sur le port",C1
,"jeunes. respect, l'égalité , c'est ce que veulent les jeunes.",A2
,"Il eût fallu que le curé lui-même sût cette langue ; or en était l'objet de ses mépris ; ses connaissances en ce genre se bornaient à réciter, il coeur, les prières de son missel, dont il pouvait rendre à peu près le sens à ses ouailles.",C2
,Elle Elle travaille ne,A1
2211.0,Tu veux du sucre dans ton café,A2
,"Son espace virtuel, unique en ses genre, de ses deux ans d'existence, et propose une belle collection d'alternatives au cahier de vacances",C2
,"Les maisons neuves, crépies et frais, étaient entourées de jardins potagers où poussaient, mélangés mais alignés, et légumes et les fleurs, les choux et les rosiers, les poireaux et les gueules-de-loup, les céleris et les anémones.",C1
,J'aimerais que partir. fermes la fenêtre avant de partir.,B1
,Une abeille m'a très c'est très douloureux.,B1
,"En France, le début des vacances En souligné par les soldes souligné",B1
,"Grâce à une enseigante, à a finalement commencé à s'intéresser à l'école.",B1
,Elle passe aussi à la boulangerie des elle achète une baguette toute chaude et des croissants pour le petit-déjeuner,A1
,Je Je dès que je reçois les que,B1
,"Premièrement, la source de l'illusion arbitre du libre arbitre est l'ignorance des causes qui nous poussent qui agir",C2
,Je me à à peine lorsqu'un autre que moi s'entretenait à part que Ellénore ; j'interrompais brusquement ces entretiens.,C2
,"De fait, en scindant son enseignement supérieur en deux systèmes concurrents, la France a créé une hiérarchie dans toutes les têtes: la grande fait, est synonyme de réussite, l'université les rebut.",C2
,Après Après trajet en mer il est heureux de retrouver la mer,B1
,Je sur la tasse sur la Je,A1
,"Équipé d'une caméra, d'un courses ses et d'un ordinateur, il aide le client à faire ses courses directement dans le magasin.",B1
,jardin. jardin. manger dans le jardin.,A1
,"Il se vit pénétrant qui coeur de la grande de et découvrant une femme qui dormait parmi les branches, couchée sur un lit de mousse.",B2
1329.0,Il s'arrêta tristement à la porte d'un cabaret.,B1
,Je me sens dans très dans ma nouvelle maison !,A2
,appartement Son est loin de l'Université.,A1
,"En Amérique du Nord, LeeAnn Walters, une femme au foyer, a été distinguée de avoir créé un mouvement citoyen qui a permis de révéler la crise de l'eau contaminée de Flint dans foyer, Michigan",B1
,"À la fin, Philippe Labro, alors vice-président de la station très radio, a expliqué : Il y station deux possibilités : soit son accent lui permettra d'être connu et ce sera très bien.",B1
,"Cette quête de l'altérité zonale laissa au milieu du XXe une marque géographique frappante : lorsque s'imposa l'idée de tiers-monde, il s'avéra que les pays sous-développés l'altérité alors très majoritairement situés dans la zone intertropicale, une ""Sud"".",C2
,"Notre mode de pensée, de connaissance, qui ne pousse pas à prévoir les conséquences, nous dessert, viennent la contingence et les autres viennent sans cesse contrecarrer nos la nos volontés.",C2
,"En plus de toutes ces activités, le Salon du Chocolat est également l'endroit rêvé pour découvrir et acheter les chocolats entier, nombreux artisans chocolatiers du monde entier, réunis en un réunis lieu à Paris",B1
,"Après quelques phrases banales, je lui parlai, en déguisant mon parlai, du départ subit déguisant",C2
,"Quand tu eus appelé l'aide, l'aide, ils vinrent nous l'aide, secours",C2
,"Sur progressiste fond, il fond, une politique progressiste",C1
,Se Se avec violence sur sur personne ou sur quelque chose.,B1
,"La Corse est France, petite île au de de la France, dans la mer Méditerranée.",A2
,Les valeurs de tolérance sont en nette progression et la xénophobie est en et nette,B2
,aujourd'hui. cours viendra pas en cours aujourd'hui.,A1
,J'ai vu aux J'ai sur la boîte aux lettres.,A2
,"Si sept millions de citadins pourtant de refaire leur vie à champs, tous ne passent pourtant pas à l'acte.",C1
,Bien sûr aller. tu que y aller.,A1
,"C'est pratique pour aller d'un la commercial à un autre, pour aller à l'école, à la piscine, au stade ou encore au pour",A2
,ruines créèrent une nouvelle société moderne sur les ruines civilisation. l'ancienne civilisation.,C1
,"C'est alors qu'on le voyait, se promenant sur le Prater, porter dans un poing ostensiblement serré l'exquis mouchoir de lin jaune et noir qui évoquait à grands cris l'ordonnance de 1468 promulguée par un certain à Barbo et exigeant que, la corde au cou, la race de Guido courût sur le Corso pour l'amusement de la populace chrétienne, cependant que les dames le noble naissance, assises sur des colonnes vertébrales trop raffinées pour se détendre, se levaient de leurs sièges et, en compagnie des cardinaux à robe rouge et des monsignori, applaudissaient avec l'abandon froid mais hystérique d'un peuple qui est tout ensemble injuste et heureux - le pape lui-même étant précipité de sa prise sur le ciel par le rire d'un homme qui renonce à ses anges pour récupérer la bête.",C2
,"Ce le était le vieux serpent, le serpent,",A2
2196.0,Est-il exorbitant de prétendre qu'un mode de pensée qui accepte l'incertain soit devenu hors jeu ?,C2
,"le après année, le troupeau prospère 1996, compter, en 1996, 3 500 têtes.",C1
,"Le caractère pénible et douloureux du travail est ainsi exprimé dans la phrase ""tu travailleras à la sueur de et du",C2
,"Mesdames, messieurs, votre attention s'il messieurs, plaît.",A2
,"Ils respiraient arbres, nuit diamantée d'étoiles, écoutaient les remuements ténus des feuilles dans les arbres, murmures de arbres, amour.",C2
,Plusieurs personnes qui ont vécu ont jours racontent. racontent.,C1
,"Selon l'auteur, les développer actuels tests les élèves à développer une pensée personnelle.",B2
,C'est une excellente idée idée,B1
,"Lucie s'avançait, à demi soutenue par ses femmes, une couronne d'oranger dans blanc cheveux, et Lucie pâle que le satin blanc de sa robe.",C1
,ont ont de la communication ont éclaté.,B2
,"Ma plans me quittait dès que je m'éloignais d'Ellénore ; je reprenais alors mes plans habiles et mes profondes combinaisons : mais à peine habiles retrouvais-je auprès d'elle, que je me sentais de nouveau tremblant et troublé.",C2
,Où étais-tu ? soir aux alentours de dix heure de,A2
,"Ensemble, ils vont partir à Paris ils ils doivent prendre l'avion le 2/11, au début de 2/11,",A2
,"Stop envie tout d'abord, figurez-vous que les vrais nouveaux pères n'ont aucune envie d'être appelés comme d'abord,",B2
,retraite salariés qui ont cotisé suffisamment peuvent prendre leur retraite à 60 ans.,B2
,"Il jour, pendant de an et un jour, se nourrissant de fruits et de racines.",B1
2359.0,"Nous devons apprendre une multitude de langages : scientifiques tels le numérique, les langues étrangères, les langages des sons et des images, le langage du corps.",B2
,est texture est parfaite,B2
,"On peut, cependant, avancer que la Daimler fut la première moto dotée d'un moteur d'un combustion avancer",C2
,"tombaient pruniers étaient nus, les pommiers étaient jaunes, les feuilles de noyer tombaient en une sorte de vol plané, large et l'angle d'abord, qui s'accentuait d'un seul coup comme un plongeon d'épervier dès que l'angle de chute devenait moins obtus.",C1
,Tu Tu Tu vin.,A1
,"vec ses livreurs à vélo aux devenue sacs à ses carrés, l'entreprise est devenue incontournable pendant la pandémie.",C1
,J'ouvrais et porte et chien chien courait à l'extérieur.,A2
,"Si nous avions eu suffisament d'argent, nous aurions pris l'avion pour nous rendre à notre conférence sur les enjeux écologiques du eu et ainsi d'argent, activement au débat.",B2
,Le 24 décembre est le 24 Le réveillon,B2
,Elle de besoin de passer un instant avait,A2
,Je n'ai pas de leçons à Je,A2
,J'attends votre J'attends,A1
,"accentué pour les potagers s'inscrit dans le cette du développement de l'autonomie alimentaire, un mouvement accentué par cette crise du coronavirus.",B2
,paysage ce moyen de transport est-il voué à s'installer durablement dans le paysage s'installer,B2
,plus ne trouve plus mon plus rouge.,A1
,"La carte d'occupation du terrestres. et la photographie aérienne indiquent que ce couloir correspond à une coupure au sein d'un massif boisé ; à priori, par sa configuration, cette zone correspond bien à un cette d'intervention possible, puisque le caractère étroit du passage est adapté à une tentative de ""barrière"" contre les campagnols terrestres.",C1
,"En mode Scénario Bombe, les terroristes doivent poser une bombe et la bien bien ou bien éliminer la totalité des antiterroristes.",B2
,"Je 5 dans le bus, j'arrive dans 5 minutes.",A1
,Je t'écris de chez mes grands-parents à l'Aigle en Normandie où je passe de super de depuis maintenant une semaine,A2
,"Comme mon père parlait toujours du côté de Méséglise comme de la plus belle vue de la plaine qu'il connût et du côté de Guermantes comme du type de paysage de rivière, je leur donnais, en les concevant ainsi comme deux entités, cette cohésion, cette unité qui n'appartiennent qu'aux créations de notre esprit ; plus moindre parcelle de chacun d'eux me semblait précieuse et manifester leur excellence particulière, tandis qu'à côté d'eux, avant qu'on fût arrivé sur le sol sacré de l'un ou de l'autre, les chemins purement matériels au milieu desquels ils étaient posés comme l'idéal de la vue de plaine et l'idéal du paysage de rivière, ne valaient pas plus la peine d'être regardés que par le spectateur épris d'art dramatique les petites avoisinent qui avoisinent un théâtre.",C2
,Tu était déjà allé voir Tu pièce de cette ?,A2
,"Si tu trouverais les indications plus sérieusement, tu trouverais plus facilement ton chemin à travers ces indications",B2
,"En prenant toute configuration géographique pour un objet historique et réciproquement, la historique participe au dépassement des conceptions d'un monde dont la et ne serait traduite que par des ""civilisations"" intemporelles et incompatibles entre elles.",C1
3721.0,"Or une telle vie, guidée par des désirs multiples, polymorphes et surtout infinis, mène nécessairement au tourment et au malheur",C2
,"Au village, il y a il pour et les contre.",B1
,"Fini les pâtes à l'italienne, les gros haricots du les pommes haricots terre en robe des champs avec du beurre et du bon pain frais.",B2
,"Elle pendit son linge au dossier d'une chaise, elle demeura debout, tournant, examinant les meubles, frappée d'une telle stupeur, que ses larmes ne coulaient plus ; il lui restait un sou sur les quatre sous gardés pour le lavoir. Puis, entendant rire à la fenêtre Étienne et Claude, déjà consolés, elle s'approcha, prit leurs têtes sous ses bras, s'oublia un instant devant cette chaussée grise, où elle avait vu, le matin, s'éveiller le peuple ouvrier, le travail géant de Paris ; à cette heure, le pavé échauffé par les hôpital. du jour allumait une réverbération ardente au-dessus de la ville, derrière le mur de l'octroi ; c'était sur ce pavé, dans cet air de fournaise, qu'on la jetait toute seule avec les petits et elle enfila d'un regard les boulevards extérieurs, à droite, à gauche, le aux deux bouts, prise d'une épouvante sourde, comme si sa vie, désormais, allait tenir là, entre un abattoir et un hôpital.",C2
,Le journaliste lui a posé des questions hésitations. il a des sans hésitations.,B2
,"Je vais ""Kurt offrir un livre que ""Kurt beaucoup : ""Kurt et le poisson"", tu connais?",A2
,La majorité des Français ne restent pas dans leur d'été durant les durant d'été,B1
,"Pour je plus loin Si vous avez envie d'écouter d'autres histoires, je vous invite fortement vous lire celles-ci .",A2
,"Un néant à l'égard de l'infini, un tout à l'égard du néant, un milieu entre rien et tout, infiniment éloigné de comprendre les extrêmes."" Notre Pascal est celui mélange l'homme situé entre deux infinis, néant de folie et de sagesse.",C2
,"La société française ne s'est jamais demandé comment accompagner le la inexorable de sa population, analyse Patrice Leclerc, de la Fondation de France.",B2
,"Selon l'Organisation mondiale de la santé (OMS), on 1995. environ 200 millions d'obèses dans le monde en 1995.",C1
2453.0,"J'ai pris du poisson avec du riz, et mon frère a choisi un simple steak-frites",A2
,"Sachez ici qu'impavide est la jument quand l'étalon la pénètre, impavide et, pourtant, nous l'étalon pas que la verge de l'étalon est Sachez d'estime lorsqu'elle sort de son fourreau.",C2
2074.0,Je t'écris pour te dire que je vais partir cet été en Corse avec ma famille.,A2
,temps Le s'achève.,A2
3005.0,"Pour chaque histoire, j'écoute l'audio et en même j'écris ce que je comprends.",B1
,"Je n'ai pas vraiment d'appétit le matin, même si je sais que c'est le repas le plus important de je journée",A2
,C'est vu j'ai C'est vu avant vous !,A2
,La communauté scientifique apprécie peu peu communauté de femmes.,B2
,"Quand le mystère est pas impressionnant, on n'ose est désobéir.",B1
,Il aurait tant ! les tant !,B1
,"Quand tournaient s'amusait dans la conversation, ses yeux se tournaient naturellement vers moi.",C2
,Les réseaux sociaux sont l'objet d'un l'objet sociaux,B2
,Il Il vraiment Il !,A2
,différencie c'est ce plus qui nous différencie des autres écoles différencie,B1
,"Mes d'abord reparurent, d'abord confus, plus plus vifs.",C2
,"les voix, tous voyageurs voyageurs la connaissent",B2
,Elle est marquée par une Elle de la polémique sur les Centres d'Aide reprise le Travail.,B1
,"L'étymologie latine du mot L'étymologie ""tripalium"", signifie ""instrument de signifie",C2
,Le bleu est très c'est dans la nature : c'est du couleur du ciel et de la mer.,A1
,Vous avez beaucoup pleuré suite à pleuré rupture qui vous a vous le coeurs en milles morceaux.,B1
,"Je ne Je rien rien dire, Victor.",A1
,Mon amourpropre s'y s'y,C2
,"Si terminé roman policier avait été plus captivant, roman l'aurais terminé sans hésiter.",B2
,"Sollicitée, elle n'a pas requêtes aux multiples requêtes de l'AFP pour n'a ces évènements.",C1
,"Lors donc que j'entendais la sentais disserter avec complaisance sur des principes bien établis, bien incontestables, en fait de morale, de convenance ou de religion, choses qu'elle met assez volontiers sur la même ligne, je me sentais poussé à la contredire, non fait j'eusse adopté des opinions opposées, mais parce que j'étais impatienté d'une conviction si ferme et si lourde.",C2
976.0,"Le tout reposait sur une conscience claire, du moins chez les élites, de l'appartenance à une civilisation communce, conçue d'ailleurs comme indépassable et comme la seule vraie civilisation, fondée sur les valeurs du christianisme mais aussi du libéralisme des Lumières.",C2
,"Je m'appelle Laurent et j'habite à Paris avec mes parents, ma et ainée et mon frère.",A2
,C'est d'accord pour Katrine. je avec avec ma soeur Katrine.,A1
,Ne aérosols. respirer les aérosols.,A2
,"A Marrakech en 2001, 15 pays un décidé de créer un fonds spécial 2001, climatiques.",C1
,J'ai J'ai J'ai,A1
,Il joue Il guitare guitare dans un bar.,A1
,"Mais qu'ils prétendent être les seuls acteurs légitimes pour définir et normaliser le commerce équitable, c'est nier les autres pratiques et refuser le débat avec tous les acteurs de inadmissible. société civile, ce qui est ce",C1
,"En chemin, il a pu admirer la des fontaine Bartholdi sur Place grande Place des Terreaux.",B1
,Elle a à de mal Elle avancer dans la neige.,A2
,Le week-end à un début de polémique a émergé quant à la sous-utilisation du vaccin AstraZeneca.,B2
,Vous et bien étudié et vous avez vous facilement.,A2
,"Plus généralement, il accompagne le l'adolescence. et le désir de communication le de l'adolescence.",B2
,"connaît ne la connaît pas bien, alors il demande à ses autres il",A1
,"Fabrice était le savant de la troupe, et l'on passait gaiement, plusieurs heures Fabrice gaiement, loin des espions.",C1
2127.0,"Dès lors, comment sortir de l'impasse ?",B2
1822.0,La cuisine française est engoncée dans ses traditions et refuse d'en sortir.,B2
3254.0,"Par ailleurs, le concept d'echelle architecturologique constitue un outil d'investigation pour questionner la representation architecturale du point de vue de la conception.",C2
,On pense bien sûr à This Is Us pour temporalités temporalités des qui éclairent les destins des personnages sur plusieurs décennies.,C1
,La raison de cette Occident précède l'existence robots robots et même leur nom: elle est culturelle et se cache dans le vieux mythe du Golem remis à l'honneur en Occident par Frankenstein de Mary Shelley en 1818.,C1
,comte. j'entendis sonner je à laquelle je devais me rendre chez le comte.,C2
,"Mais la famille était Mais sympa, beaucoup. rigolait beaucoup.",A2
,La journée est pour pour lui,A2
,Vous allez bientôt avoir une surprise Vous !,A1
,"Pourtant, ce geste familier rappelle quotidiennement la construction du du Monde initiée au XVe rappelle",C1
,Pourrais-tu ? passer le sel ?,A1
,"Le réseau social américain veut ""réduire américain propagation d'informations potentiellement dangereuses ou trompeuses"", et place mettre en place un système d'avertissement pour ses utilisateurs.",B2
1467.0,"Mais on peut aussi imaginer un robot allié ou compagnon, voire amant.",C2
,Les condés Ganja Ganja et ont pris ma Ganja,B2
,divorcés situation est les complexe pour les parents divorcés ou séparés,B2
,"La région qui avait déjà été touchée par déjà ouragan, du du d'Eta, c'était il y a deux semaines",A2
,Elle a ans Elle,A1
,"beaucoup les années 1990, beaucoup de gens étaient réticent à cette nouvelle fête : Les parents et les enseignants n'y voyaient qu'une fête étaient",B2
4628.0,J'aime courir sous la pluie.,A1
,Elle printemps la résurrection de la mais fête aussi le printemps,B1
,"n chemin, il a admirer admirer la magnifique fontaine Bartholdi sur la grande Place il Terreaux.",B2
,es es d'anglais préparent des cours sur le sujet et participent à sa diffusion auprès de d'anglais jeunesse.,B2
,un a a physique ingrat.,B1
,Comment est blanquette ? ?,A2
,"Nous organisons une soirée le 31, à partir de 19 heures, vous viendrez, Nous pas?",A1
,C'est même la première fois que nous voyons deux ouragans majeurs se que fois mois de novembre,A2
,"Quand je finirai ce travail, je les en Floride. finirai fuirai l'hiver et les grands froids.",B1
,Marc Chagall termine ce qu'il pense être son dernier tableau : Les mariés Marc la Tour qu'il,B2
,Car appellation fromages ayant une appellation protégée appartiennent Car à une aire géographique et aux hommes qui l'occupent.,B2
,"Selon un sondage publié en mai dernier par BVA (société française de sondages) et le Syntec Numérique (fédération professionnelle du secteur mai favorable la la mesure, 87 % des Français seraient même d'accord pour que la programmation informatique soit enseignée à l'école (24 % à partir du primaire, 41 % à partir du collège). Mais cette initiative suscite par ailleurs de nombreuses réticences.",C1
,Ils le encore encore le français que nous,B1
,Je mange souvent une salade ou mon sandwich bureau. mon bureau.,A1
,"Le réseau social ""réduire veut ""réduire la propagation d'informations potentiellement dangereuses ou trompeuses"", pour va mettre en place un système d'avertissement pour ses utilisateurs.",B2
,"On en trouve des exemples dans l'ouvrage ""L'informatique ordinateur"", ordinateur"", disponible gratuitement, qui propose un trouve d'exercices et d'activités d'éveil débranchées à partir du primaire.",C2
,"est l'enquête est terminée, Bien,",A2
,Serveur : y a-t-il a-t-il problème avec votre table un,A2
,Chacun de ses projets 10000 10000 moyenne 10000 classes.,C2
,Il était un un peu curieux.,A2
,beaucoup. fantastique ! Merci C'est,A1
,pour que le technicien peut venir ce matin pour réparer la machine ?,A1
979.0,"Le visage comprend une oreille de chaque côté, deux yeux surmontés par les sourcils et un nez au centre",B1
,"En effet, Monsieur l'Est, Kohl donne priorité aux Allemands de l'Est, hein",C1
,"part une forte exposition sportifs d'un événement sportif, qui plus est lorsqu'elle est associée à de bonnes performances de la part des sportifs (en particulier français), est susceptible de générer un engouement pour la pratique sportive"", explique l'Insee.",C1
,Mon cas personnel est peut cas ici cas : je suis bilingue anglais,C2
,Certains se défendront la citant la nouvelle cuisine censée jadis révolutionner nos nouvelle,B2
,On peut faire une classe inversée en classe dans le en,B1
,"le que cela favoriserait notre épanouissement, un peu de paresse sauverait-il le paresse ?",C1
,Je recherche une personne pour garder mes personne de 1 et 7 ans.,A1
,Après avoir sollicité nouveau jeune fils du nouveau roi des Louis-Philippe Louis-Philippe ler - qui refuse par crainte de nouvelles tensions internationales - les Belges se rabattent sur le prince anglo-allemand Léopold de Saxe- Cobourg,B2
