id,sentence,difficulty
940,Le chat dort sur le sofa.,C1
941,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
942,Le chat dort sur le sofa.,C1
943,Le chat dort sur le sofa.,C1
944,"Quand j'étais petit, j'allais à l'école à pied.",A1
945,Elle mange souvent des fruits au petit déjeuner.,C1
946,Le chat dort sur le sofa.,A1
947,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
948,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
949,Le chat dort sur le sofa.,A1
950,Elle mange souvent des fruits au petit déjeuner.,A1
951,Elle mange souvent des fruits au petit déjeuner.,C1
952,Elle mange souvent des fruits au petit déjeuner.,C1
953,Elle mange souvent des fruits au petit déjeuner.,C1
954,Le chat dort sur le sofa.,C1
955,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
956,Elle mange souvent des fruits au petit déjeuner.,A1
957,"Quand j'étais petit, j'allais à l'école à pied.",C1
958,"Quand j'étais petit, j'allais à l'école à pied.",A1
959,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
960,Elle mange souvent des fruits au petit déjeuner.,A1
961,Le chat dort sur le sofa.,A1
962,Elle mange souvent des fruits au petit déjeuner.,A1
963,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
964,Le chat dort sur le sofa.,A1
965,Elle mange souvent des fruits au petit déjeuner.,C1
966,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
967,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
968,"Quand j'étais petit, j'allais à l'école à pied.",C1
969,Le chat dort sur le sofa.,C1
970,"Quand j'étais petit, j'allais à l'école à pied.",C1
971,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
972,Elle mange souvent des fruits au petit déjeuner.,A1
973,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
974,"Quand j'étais petit, j'allais à l'école à pied.",A1
975,Le chat dort sur le sofa.,C1
976,Elle mange souvent des fruits au petit déjeuner.,C1
977,Elle mange souvent des fruits au petit déjeuner.,C1
978,"Quand j'étais petit, j'allais à l'école à pied.",C1
979,Le chat dort sur le sofa.,A1
980,Le chat dort sur le sofa.,A1
981,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
982,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
983,Le chat dort sur le sofa.,C1
984,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
985,Le chat dort sur le sofa.,C1
986,Elle mange souvent des fruits au petit déjeuner.,A1
987,Elle mange souvent des fruits au petit déjeuner.,C1
988,Elle mange souvent des fruits au petit déjeuner.,A1
989,Le chat dort sur le sofa.,A1
990,Elle mange souvent des fruits au petit déjeuner.,C1
991,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
992,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
993,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
994,"Quand j'étais petit, j'allais à l'école à pied.",A1
995,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
996,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
997,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
998,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
999,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
