id,sentence,difficulty
2643,Le chat dort sur le sofa.,C1
2644,"Quand j'étais petit, j'allais à l'école à pied.",A2
2645,Elle mange souvent des fruits au petit déjeuner.,B2
2646,Le chat dort sur le sofa.,A2
2647,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
2648,Elle mange souvent des fruits au petit déjeuner.,B1
2649,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
2650,Elle mange souvent des fruits au petit déjeuner.,B1
2651,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
2652,Elle mange souvent des fruits au petit déjeuner.,C1
2653,Le chat dort sur le sofa.,B1
2654,Elle mange souvent des fruits au petit déjeuner.,B2
2655,"Quand j'étais petit, j'allais à l'école à pied.",A1
2656,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
2657,Elle mange souvent des fruits au petit déjeuner.,B2
2658,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
2659,Le chat dort sur le sofa.,C1
2660,"Quand j'étais petit, j'allais à l'école à pied.",C1
2661,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
2662,Elle mange souvent des fruits au petit déjeuner.,B1
2663,Le chat dort sur le sofa.,A2
2664,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
2665,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
2666,Le chat dort sur le sofa.,B1
2667,Elle mange souvent des fruits au petit déjeuner.,A1
2668,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
2669,Elle mange souvent des fruits au petit déjeuner.,C1
2670,"Quand j'étais petit, j'allais à l'école à pied.",A1
2671,Elle mange souvent des fruits au petit déjeuner.,A1
2672,"Quand j'étais petit, j'allais à l'école à pied.",C1
2673,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
2674,"Quand j'étais petit, j'allais à l'école à pied.",A1
2675,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
2676,Le chat dort sur le sofa.,C1
2677,"Quand j'étais petit, j'allais à l'école à pied.",A2
2678,Elle mange souvent des fruits au petit déjeuner.,A2
2679,"Quand j'étais petit, j'allais à l'école à pied.",A1
2680,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
2681,"Quand j'étais petit, j'allais à l'école à pied.",A2
2682,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
2683,"Quand j'étais petit, j'allais à l'école à pied.",B1
2684,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
2685,Elle mange souvent des fruits au petit déjeuner.,C1
2686,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
2687,Le chat dort sur le sofa.,B2
2688,Elle mange souvent des fruits au petit déjeuner.,B2
2689,Elle mange souvent des fruits au petit déjeuner.,A1
2690,Le chat dort sur le sofa.,A2
2691,"Quand j'étais petit, j'allais à l'école à pied.",B2
2692,"Quand j'étais petit, j'allais à l'école à pied.",A2
2693,"Quand j'étais petit, j'allais à l'école à pied.",A2
2694,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
2695,Elle mange souvent des fruits au petit déjeuner.,A2
2696,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
2697,Le chat dort sur le sofa.,A1
2698,Elle mange souvent des fruits au petit déjeuner.,C1
2699,"Quand j'étais petit, j'allais à l'école à pied.",B2
2700,Le chat dort sur le sofa.,C1
2701,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
2702,Elle mange souvent des fruits au petit déjeuner.,B1
2703,Elle mange souvent des fruits au petit déjeuner.,B1
2704,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
2705,Elle mange souvent des fruits au petit déjeuner.,B1
2706,Elle mange souvent des fruits au petit déjeuner.,B2
2707,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
2708,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
2709,Le chat dort sur le sofa.,A2
2710,"Quand j'étais petit, j'allais à l'école à pied.",A1
2711,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
2712,Le chat dort sur le sofa.,A1
2713,Elle mange souvent des fruits au petit déjeuner.,A1
2714,Le chat dort sur le sofa.,A1
2715,Le chat dort sur le sofa.,B1
2716,Le chat dort sur le sofa.,C1
2717,Le chat dort sur le sofa.,C1
2718,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
2719,"Quand j'étais petit, j'allais à l'école à pied.",A1
2720,Le chat dort sur le sofa.,B1
2721,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
2722,Elle mange souvent des fruits au petit déjeuner.,A2
2723,Elle mange souvent des fruits au petit déjeuner.,B2
2724,Elle mange souvent des fruits au petit déjeuner.,B2
2725,Elle mange souvent des fruits au petit déjeuner.,A1
2726,Elle mange souvent des fruits au petit déjeuner.,A1
2727,Le chat dort sur le sofa.,A2
2728,"Quand j'étais petit, j'allais à l'école à pied.",A2
2729,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
2730,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
2731,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
2732,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
2733,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
2734,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
2735,Le chat dort sur le sofa.,B1
2736,Elle mange souvent des fruits au petit déjeuner.,A2
2737,Le chat dort sur le sofa.,B2
2738,Elle mange souvent des fruits au petit déjeuner.,B1
2739,"Quand j'étais petit, j'allais à l'école à pied.",B2
2740,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
2741,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
2742,"Quand j'étais petit, j'allais à l'école à pied.",A2
2743,Elle mange souvent des fruits au petit déjeuner.,A2
2744,Le chat dort sur le sofa.,B1
2745,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
2746,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
2747,"Quand j'étais petit, j'allais à l'école à pied.",B1
2748,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
2749,Elle mange souvent des fruits au petit déjeuner.,A1
2750,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
2751,Le chat dort sur le sofa.,C1
2752,"Quand j'étais petit, j'allais à l'école à pied.",A2
2753,"Quand j'étais petit, j'allais à l'école à pied.",B2
2754,Le chat dort sur le sofa.,A1
2755,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
2756,Le chat dort sur le sofa.,A2
2757,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
2758,Le chat dort sur le sofa.,C1
2759,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
2760,Le chat dort sur le sofa.,C1
2761,Elle mange souvent des fruits au petit déjeuner.,C1
2762,Le chat dort sur le sofa.,C1
2763,Le chat dort sur le sofa.,C1
2764,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
2765,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
2766,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
2767,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
2768,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
2769,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
2770,Elle mange souvent des fruits au petit déjeuner.,B1
2771,"Quand j'étais petit, j'allais à l'école à pied.",A2
2772,Le chat dort sur le sofa.,B2
2773,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
2774,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
2775,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
2776,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
2777,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
2778,Le chat dort sur le sofa.,B1
2779,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
2780,Le chat dort sur le sofa.,B1
2781,Elle mange souvent des fruits au petit déjeuner.,B2
2782,"Quand j'étais petit, j'allais à l'école à pied.",C1
2783,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
2784,Le chat dort sur le sofa.,A1
2785,Elle mange souvent des fruits au petit déjeuner.,C1
2786,"Quand j'étais petit, j'allais à l'école à pied.",C1
2787,"Quand j'étais petit, j'allais à l'école à pied.",A2
2788,"Quand j'étais petit, j'allais à l'école à pied.",B1
2789,Le chat dort sur le sofa.,B1
2790,Elle mange souvent des fruits au petit déjeuner.,B1
2791,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
2792,Elle mange souvent des fruits au petit déjeuner.,A2
2793,Elle mange souvent des fruits au petit déjeuner.,B1
2794,Elle mange souvent des fruits au petit déjeuner.,B2
2795,Le chat dort sur le sofa.,B2
2796,Le chat dort sur le sofa.,A1
2797,Le chat dort sur le sofa.,B2
2798,Elle mange souvent des fruits au petit déjeuner.,C1
2799,Le chat dort sur le sofa.,B2
2800,"Quand j'étais petit, j'allais à l'école à pied.",C1
2801,Le chat dort sur le sofa.,C1
2802,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
2803,Le chat dort sur le sofa.,A1
2804,Le chat dort sur le sofa.,B2
2805,Le chat dort sur le sofa.,A1
2806,Le chat dort sur le sofa.,A1
2807,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
2808,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
2809,Le chat dort sur le sofa.,B2
2810,"Quand j'étais petit, j'allais à l'école à pied.",B2
2811,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
2812,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
2813,Le chat dort sur le sofa.,C1
2814,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
2815,"Quand j'étais petit, j'allais à l'école à pied.",A2
2816,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
2817,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
2818,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
2819,Le chat dort sur le sofa.,C1
2820,Elle mange souvent des fruits au petit déjeuner.,C1
2821,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
2822,Elle mange souvent des fruits au petit déjeuner.,B1
2823,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
2824,Le chat dort sur le sofa.,A2
2825,Le chat dort sur le sofa.,A2
2826,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
2827,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
2828,Le chat dort sur le sofa.,C1
2829,Le chat dort sur le sofa.,A2
2830,"Quand j'étais petit, j'allais à l'école à pied.",A1
2831,Le chat dort sur le sofa.,C1
2832,"Quand j'étais petit, j'allais à l'école à pied.",B1
2833,Le chat dort sur le sofa.,A2
2834,Le chat dort sur le sofa.,A2
2835,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
2836,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
2837,Le chat dort sur le sofa.,B1
2838,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
2839,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
2840,Le chat dort sur le sofa.,A2
2841,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
2842,Le chat dort sur le sofa.,A2
2843,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
2844,Elle mange souvent des fruits au petit déjeuner.,A2
2845,"Quand j'étais petit, j'allais à l'école à pied.",B2
2846,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
2847,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
2848,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
2849,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
2850,Le chat dort sur le sofa.,C1
2851,Le chat dort sur le sofa.,C1
2852,Elle mange souvent des fruits au petit déjeuner.,A2
2853,Elle mange souvent des fruits au petit déjeuner.,A1
2854,Elle mange souvent des fruits au petit déjeuner.,B2
2855,Le chat dort sur le sofa.,B2
2856,Elle mange souvent des fruits au petit déjeuner.,B2
2857,Elle mange souvent des fruits au petit déjeuner.,A2
2858,Le chat dort sur le sofa.,A2
2859,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
2860,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
2861,"Quand j'étais petit, j'allais à l'école à pied.",B1
2862,Le chat dort sur le sofa.,A2
2863,Le chat dort sur le sofa.,C1
2864,"Quand j'étais petit, j'allais à l'école à pied.",B1
2865,"Quand j'étais petit, j'allais à l'école à pied.",A2
2866,Elle mange souvent des fruits au petit déjeuner.,A2
2867,"Quand j'étais petit, j'allais à l'école à pied.",C1
2868,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
2869,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
2870,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
2871,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
2872,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
2873,Elle mange souvent des fruits au petit déjeuner.,A1
2874,Le chat dort sur le sofa.,B2
2875,"Quand j'étais petit, j'allais à l'école à pied.",B2
2876,Le chat dort sur le sofa.,B2
2877,"Quand j'étais petit, j'allais à l'école à pied.",A2
2878,Elle mange souvent des fruits au petit déjeuner.,A1
2879,Elle mange souvent des fruits au petit déjeuner.,A1
2880,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
2881,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
2882,Elle mange souvent des fruits au petit déjeuner.,B2
2883,Elle mange souvent des fruits au petit déjeuner.,A2
2884,"Quand j'étais petit, j'allais à l'école à pied.",B2
2885,Elle mange souvent des fruits au petit déjeuner.,B2
2886,Le chat dort sur le sofa.,A1
2887,"Quand j'étais petit, j'allais à l'école à pied.",B2
2888,Elle mange souvent des fruits au petit déjeuner.,C1
2889,"Quand j'étais petit, j'allais à l'école à pied.",C1
2890,"Quand j'étais petit, j'allais à l'école à pied.",B1
2891,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
2892,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
2893,"Quand j'étais petit, j'allais à l'école à pied.",A1
2894,"Quand j'étais petit, j'allais à l'école à pied.",A2
2895,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
2896,Elle mange souvent des fruits au petit déjeuner.,C1
2897,"Quand j'étais petit, j'allais à l'école à pied.",A1
2898,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
2899,Le chat dort sur le sofa.,B1
2900,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
2901,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
2902,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
2903,Elle mange souvent des fruits au petit déjeuner.,B1
2904,Elle mange souvent des fruits au petit déjeuner.,A1
2905,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
2906,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
2907,"Quand j'étais petit, j'allais à l'école à pied.",B2
2908,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
2909,Elle mange souvent des fruits au petit déjeuner.,A1
2910,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
2911,Elle mange souvent des fruits au petit déjeuner.,B1
2912,Le chat dort sur le sofa.,C1
2913,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
2914,Elle mange souvent des fruits au petit déjeuner.,B2
2915,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
2916,"Quand j'étais petit, j'allais à l'école à pied.",A2
2917,Elle mange souvent des fruits au petit déjeuner.,C1
2918,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
2919,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
2920,Le chat dort sur le sofa.,B1
2921,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
2922,Elle mange souvent des fruits au petit déjeuner.,A1
2923,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
2924,Le chat dort sur le sofa.,C1
2925,"Quand j'étais petit, j'allais à l'école à pied.",B2
2926,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
2927,Le chat dort sur le sofa.,B1
2928,Elle mange souvent des fruits au petit déjeuner.,B2
2929,"Quand j'étais petit, j'allais à l'école à pied.",A2
2930,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
2931,Le chat dort sur le sofa.,B2
2932,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
2933,"Quand j'étais petit, j'allais à l'école à pied.",C1
2934,Le chat dort sur le sofa.,C1
2935,Le chat dort sur le sofa.,A1
2936,"Quand j'étais petit, j'allais à l'école à pied.",A1
2937,Elle mange souvent des fruits au petit déjeuner.,A1
2938,Le chat dort sur le sofa.,C1
2939,"Quand j'étais petit, j'allais à l'école à pied.",A1
2940,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
2941,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
2942,Le chat dort sur le sofa.,B1
2943,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
2944,Le chat dort sur le sofa.,B2
2945,Elle mange souvent des fruits au petit déjeuner.,B1
2946,"Quand j'étais petit, j'allais à l'école à pied.",A2
2947,Le chat dort sur le sofa.,B2
2948,"Quand j'étais petit, j'allais à l'école à pied.",A2
2949,Le chat dort sur le sofa.,B2
2950,Elle mange souvent des fruits au petit déjeuner.,A1
2951,Elle mange souvent des fruits au petit déjeuner.,B2
2952,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
2953,Elle mange souvent des fruits au petit déjeuner.,B2
2954,"Quand j'étais petit, j'allais à l'école à pied.",B2
2955,Elle mange souvent des fruits au petit déjeuner.,A2
2956,Le chat dort sur le sofa.,B2
2957,Elle mange souvent des fruits au petit déjeuner.,A2
2958,"Quand j'étais petit, j'allais à l'école à pied.",B2
2959,Le chat dort sur le sofa.,C1
2960,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
2961,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
2962,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
2963,Le chat dort sur le sofa.,A1
2964,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
2965,Elle mange souvent des fruits au petit déjeuner.,A1
2966,Le chat dort sur le sofa.,C1
2967,Le chat dort sur le sofa.,C1
2968,Le chat dort sur le sofa.,B2
2969,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
2970,"Quand j'étais petit, j'allais à l'école à pied.",B1
2971,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
2972,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
2973,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
2974,"Quand j'étais petit, j'allais à l'école à pied.",B2
2975,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
2976,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
2977,Le chat dort sur le sofa.,A2
2978,Le chat dort sur le sofa.,A1
2979,Elle mange souvent des fruits au petit déjeuner.,C1
2980,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
2981,"Quand j'étais petit, j'allais à l'école à pied.",A1
2982,Le chat dort sur le sofa.,B2
2983,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
2984,Elle mange souvent des fruits au petit déjeuner.,C1
2985,Elle mange souvent des fruits au petit déjeuner.,B1
2986,Le chat dort sur le sofa.,A1
2987,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
2988,Elle mange souvent des fruits au petit déjeuner.,B1
2989,Le chat dort sur le sofa.,A1
2990,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
2991,Le chat dort sur le sofa.,A1
2992,Le chat dort sur le sofa.,A2
2993,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
2994,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
2995,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
2996,Le chat dort sur le sofa.,C1
2997,Elle mange souvent des fruits au petit déjeuner.,A2
2998,"Quand j'étais petit, j'allais à l'école à pied.",A2
2999,"Quand j'étais petit, j'allais à l'école à pied.",A2
3000,Le chat dort sur le sofa.,A1
3001,Le chat dort sur le sofa.,B1
3002,Elle mange souvent des fruits au petit déjeuner.,C1
3003,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
3004,Le chat dort sur le sofa.,A2
3005,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
3006,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
3007,Le chat dort sur le sofa.,B1
3008,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
3009,Elle mange souvent des fruits au petit déjeuner.,B2
3010,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
3011,Le chat dort sur le sofa.,C1
3012,"Quand j'étais petit, j'allais à l'école à pied.",C1
3013,Le chat dort sur le sofa.,A2
3014,"Quand j'étais petit, j'allais à l'école à pied.",C1
3015,Elle mange souvent des fruits au petit déjeuner.,A1
3016,Elle mange souvent des fruits au petit déjeuner.,A2
3017,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
3018,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
3019,"Quand j'étais petit, j'allais à l'école à pied.",B2
3020,"Quand j'étais petit, j'allais à l'école à pied.",B1
3021,Elle mange souvent des fruits au petit déjeuner.,A1
3022,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
3023,"Quand j'étais petit, j'allais à l'école à pied.",A2
3024,"Quand j'étais petit, j'allais à l'école à pied.",C1
3025,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
3026,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
3027,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
3028,"Quand j'étais petit, j'allais à l'école à pied.",A1
3029,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
3030,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
3031,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
3032,Elle mange souvent des fruits au petit déjeuner.,B1
3033,Le chat dort sur le sofa.,B1
3034,"Quand j'étais petit, j'allais à l'école à pied.",A1
3035,"Quand j'étais petit, j'allais à l'école à pied.",A2
3036,Elle mange souvent des fruits au petit déjeuner.,B1
3037,Le chat dort sur le sofa.,A2
3038,Le chat dort sur le sofa.,C1
3039,Elle mange souvent des fruits au petit déjeuner.,B2
3040,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
3041,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
3042,Le chat dort sur le sofa.,C1
3043,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
3044,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
3045,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
3046,Le chat dort sur le sofa.,C1
3047,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
3048,"Quand j'étais petit, j'allais à l'école à pied.",B2
3049,Le chat dort sur le sofa.,B1
3050,Elle mange souvent des fruits au petit déjeuner.,A1
3051,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
3052,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
3053,Le chat dort sur le sofa.,A2
3054,Elle mange souvent des fruits au petit déjeuner.,B1
3055,"Quand j'étais petit, j'allais à l'école à pied.",A1
3056,Elle mange souvent des fruits au petit déjeuner.,A2
3057,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
3058,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
3059,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
3060,Elle mange souvent des fruits au petit déjeuner.,A2
3061,Le chat dort sur le sofa.,A1
3062,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
3063,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
3064,Elle mange souvent des fruits au petit déjeuner.,B2
3065,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
3066,Elle mange souvent des fruits au petit déjeuner.,A2
3067,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
3068,Elle mange souvent des fruits au petit déjeuner.,B1
3069,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
3070,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
3071,Le chat dort sur le sofa.,A1
3072,Le chat dort sur le sofa.,A2
3073,Elle mange souvent des fruits au petit déjeuner.,B1
3074,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
3075,Le chat dort sur le sofa.,A2
3076,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
3077,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
3078,Elle mange souvent des fruits au petit déjeuner.,B2
3079,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
3080,Elle mange souvent des fruits au petit déjeuner.,A1
3081,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
3082,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
3083,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
3084,Elle mange souvent des fruits au petit déjeuner.,B1
3085,"Quand j'étais petit, j'allais à l'école à pied.",A1
3086,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
3087,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
3088,Le chat dort sur le sofa.,A1
3089,Elle mange souvent des fruits au petit déjeuner.,A2
3090,"Quand j'étais petit, j'allais à l'école à pied.",C1
3091,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
3092,"Quand j'étais petit, j'allais à l'école à pied.",B2
3093,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
3094,"Quand j'étais petit, j'allais à l'école à pied.",A2
3095,"Quand j'étais petit, j'allais à l'école à pied.",A1
3096,Elle mange souvent des fruits au petit déjeuner.,A2
3097,Le chat dort sur le sofa.,A1
3098,"Quand j'étais petit, j'allais à l'école à pied.",C1
3099,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
3100,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
3101,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
3102,Le chat dort sur le sofa.,B2
3103,"Quand j'étais petit, j'allais à l'école à pied.",B2
3104,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
